Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Type,latitude,longitude
Sanct Valentin Riserva Pinot Noir 2017,Italy,SÃ¼dtirol - Alto Adige,St. Michael-Eppan,4.1,104,33.2,2017,Red,46.4560767,11.2623877
Valpolicella Ripasso Classico Superiore 2016,Italy,Valpolicella Ripasso Classico,Paolo Cottini,4.0,104,16.9,2016,Red,45.5345755,10.8768357
Toscana Poggio Ai Merli 2016,Italy,Toscana,Castellare,4.3,104,69.0,2016,Red,43.4650202,11.269341
ChÃ¢teauneuf-du-Pape (La Crau) 2017,France,ChÃ¢teauneuf-du-Pape,Domaine du Vieux TÃ©lÃ©graphe,4.4,104,79.95,2017,Red,44.0428553,4.8854594
ChÃ¢teauneuf-Du-Pape La Paillousse Terroir D'Exception Rouge 2015,France,ChÃ¢teauneuf-du-Pape,Pierre Amadieu,4.0,104,26.23,2015,Red,44.1671405,4.9999175
SudisfÃ  Roero Riserva 2015,Italy,Roero,Negro Angelo,4.1,104,29.9,2015,Red,44.7776732,7.9669333
Alleanza 2012,Italy,Toscana,Castello di Gabbiano,4.1,104,26.95,2012,Red,43.6282453,11.2604592
AlmirÃ©z 2016,Spain,Toro,Teso La Monja,4.0,1046,14.95,2016,Red,41.4551273,-5.4467614
Ãngeles de Amaren Tempranillo - Graciano 2015,Spain,Rioja,Bodegas Amaren,4.2,105,15.95,2015,Red,42.5658868,-2.6825171
Vinya Le Havre Reserva Cabernet Sauvignon 2013,Spain,PenedÃ¨s,Jean Leon,4.0,105,25.75,2013,Red,40.7596654,-73.9685464
Sor Ugo Bolgheri Superiore 2017,Italy,Bolgheri Superiore,Aia Vecchia,4.3,105,23.94,2017,Red,43.1683018,10.5805204
Rosso di Montalcino 2018,Italy,Rosso di Montalcino,Ciacci Piccolomini d'Aragona,4.1,105,16.47,2018,Red,42.9889309,11.5109714
Pievasciata Rosso 2016,Italy,Toscana,Vallepicciola,4.1,105,14.9,2016,Red,43.377025,11.3972698
Saint-Julien (Grand Cru ClassÃ©) 2017,France,Saint-Julien,ChÃ¢teau Beychevelle,4.0,106,86.76,2017,Red,45.1445898,-0.7351245
Copa Santa La MÃ©janelle 2015,France,Languedoc,Clavel,4.0,106,17.9,2015,Red,39.3150317,-76.6204571
Pinot Noir 2017,Italy,Valle d'Aosta,Ottin - Viticulteur Encaveur,4.0,106,22.5,2017,Red,45.7575059,7.3249268
Le Clos des FÃ©es (HervÃ© Bizeul) 2013,France,CÃ´tes du Roussillon,Domaine du Clos des FÃ©es,4.1,106,52.53,2013,Red,42.8498513,2.7767185
Fronsac 2005,France,Fronsac,ChÃ¢teau la Vieille Cure,4.0,106,39.95,2005,Red,44.95488,-0.2716739
Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Tenuta Il Poggione,4.2,1065,36.63,2014,Red,42.9950849,11.4604819
Saint-Julien (Grand Cru ClassÃ©) 2009,France,Saint-Julien,ChÃ¢teau LÃ©oville Barton,4.4,1066,133.06,2009,Red,45.156947,-0.7394435
Pessac-LÃ©ognan (Grand Cru ClassÃ© de Graves) 2005,France,Pessac-LÃ©ognan,ChÃ¢teau Smith Haut-Lafitte,4.4,1066,169.95,2005,Red,44.7326094,-0.5582209
Saint-EstÃ¨phe (Grand Cru ClassÃ©) 2009,France,Saint-EstÃ¨phe,ChÃ¢teau Lafon-Rochet,4.2,1069,75.98,2009,Red,45.2293874,-0.7877969
Saint-Ã‰milion Grand Cru (Premier Grand Cru ClassÃ©) 2014,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau Belair-Monange,4.0,107,130.97,2014,Red,44.8882451,-0.1607374
Margaux (Grand Cru ClassÃ©) 2017,France,Margaux,ChÃ¢teau Lascombes,4.0,107,86.76,2017,Red,45.0409951,-0.6828432
Promontory 2013,United States,Napa Valley,Promontory,4.7,107,721.34,2013,Red,41.7990051,-87.5876077
Nero 2010,Italy,Salento,Conti Zecca,4.0,107,25.12,2010,Red,40.2895531,17.9901147
Adrianna Vineyard Fortuna Terrae Malbec 2016,Argentina,Mendoza,Catena Zapata,4.6,107,89.9,2016,Red,-33.1639562,-68.9195177
Malbec de Purcari 2018,Moldova,South Eastern,ChÃ¢teau Purcari,4.1,107,11.98,2018,Red,46.529504,29.871929
Esprit de Granit Saint-Joseph 2012,France,Saint-Joseph,Cave de Tain,4.0,107,27.93,2012,Red,45.0721763,4.8455917
Yamhill CuvÃ©e Pinot Noir 2014,United States,Willamette Valley,Domaine Serene,4.3,1071,59.0,2014,Red,45.2704073,-123.0685637
MacÃ¡n ClÃ¡sico 2015,Spain,Rioja,Benjamin de Rothschild - Vega Sicilia,4.3,1073,48.54,2015,Red,42.5769912,-2.6627804
Saint-EstÃ¨phe (Grand Cru ClassÃ©) 2005,France,Saint-EstÃ¨phe,ChÃ¢teau Lafon-Rochet,4.1,1077,79.95,2005,Red,45.2293874,-0.7877969
Overture N.V.,United States,Napa Valley,Opus One,4.4,10799,154.99,N.V.,Red,38.4407712,-122.4008831
Veneto Rosso del Bepi 2010,Italy,Veneto,Quintarelli Giuseppe,4.4,108,115.92,2010,Red,45.5209039,10.9478773
Taurasi 2015,Italy,Taurasi,Feudi di San Gregorio,4.1,108,17.45,2015,Red,40.9111904,14.8675003
Shiraz 2015,South Africa,Stellenbosch,Kaapzicht,4.0,108,15.55,2015,Red,-33.9133424,18.7371328
Gigondas Valbelle 2015,France,Gigondas,ChÃ¢teau de Saint Cosme,4.3,108,49.95,2015,Red,44.1671895,5.0068355
Redhill Pinotage 2017,South Africa,Stellenbosch,Simonsig,4.2,108,19.4,2017,Red,-33.8700592,18.8254192
Finca DofÃ­ 2017,Spain,Priorat,Ãlvaro Palacios,4.4,108,69.95,2017,Red,41.1898705,0.7797531
Unique Selection 2015,Chile,Colchagua Valley,Siegel,4.2,108,28.9,2015,Red,35.9076488,-86.4013238
Tempranillo Reserva 2010,Spain,Rioja,Bodegas Amaren,4.2,108,34.9,2010,Red,42.5658868,-2.6825171
Conde de Valdemar Reserva 2012,Spain,Rioja,Bodegas Valdemar,4.0,108,13.26,2012,Red,42.4988843,-2.4393149
Rondeur Appassimento 2018,France,Pays d'Oc,Domaine La Grange,4.2,108,9.37,2018,Red,43.5114936,3.2514222
Merlot SelecciÃ³n 2016,Spain,Extremadura,Coloma,4.0,108,11.95,2016,Red,38.7999214,-120.8902916
Tinto 2000,Spain,Castilla y LeÃ³n,Dehesa La Granja,4.1,108,35.0,2000,Red,41.3093232,-5.3680833
Amarone 2012,Italy,Amarone della Valpolicella,Musella,4.2,108,29.12,2012,Red,40.6419007,-73.7100054
50 & 50 2013,Italy,Toscana,Capannelle,4.4,1081,112.0,2013,Red,41.8322477,12.5783852
Cabernet Sauvignon de Purcari 2017,Moldova,South Eastern,ChÃ¢teau Purcari,4.1,1082,12.98,2017,Red,46.529504,29.871929
Ca'Marcanda Promis Toscana 2017,Italy,Toscana,Gaja,4.0,1083,30.9,2017,Red,33.7405484,-84.3463317
Conde de Valdemar Gran Reserva 2008,Spain,Rioja,Bodegas Valdemar,4.0,1084,19.99,2008,Red,42.4988843,-2.4393149
Charles Wetmore Cabernet Sauvignon 2014,United States,Livermore Valley,Wente,4.0,1086,21.1,2014,Red,37.6641667,-121.7252778
Saint-EstÃ¨phe 2012,France,Saint-EstÃ¨phe,ChÃ¢teau de Pez,4.0,1089,33.9,2012,Red,45.258614,-0.789785
Montagne-Saint-Ã‰milion 2016,France,Montagne-Saint-Ã‰milion,Clos de Bouard,4.0,109,27.2,2016,Red,44.913477,-0.102436
Saint-Ã‰milion Grand Cru (Premier Grand Cru ClassÃ©) 2015,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau Belair-Monange,4.3,109,224.95,2015,Red,44.8882451,-0.1607374
Arbossar 2016,Spain,Priorat,Terroir Al LÃ­mit Soc. Lda,4.0,109,60.0,2016,Red,41.2122716,0.811823
Amarone Della Valpolicella Marta Galli 2007,Italy,Amarone della Valpolicella,Le Ragose,4.3,109,59.9,2007,Red,45.5022454,10.9590055
Vera Cruz Shiraz 2014,South Africa,Stellenbosch,Delheim,4.3,109,35.5,2014,Red,-33.8698991,18.8857395
Poggio d'Arna Toscana 2016,Italy,Toscana,Tenuta di Sesta,4.0,109,12.58,2016,Red,42.993097,11.4881028
Contador Rioja 2014,Spain,Rioja,Bodega Contador (BenjamÃ­n Romeo),4.6,109,328.95,2014,Red,42.562611,-2.751699
Fronsac 2015,France,Fronsac,ChÃ¢teau Moulin Haut-Laroque,4.0,109,22.37,2015,Red,44.957198,-0.2793965
Sestal 2014,Spain,Mallorca,Ses Talaioles,4.2,109,31.68,2014,Red,39.5456642,3.2899094
Pomerol 2012,France,Pomerol,ChÃ¢teau Gombaude-Guillot,4.1,109,68.81,2012,Red,44.9321864,-0.2041637
Priorat Cruor 2016,Spain,Priorat,Casa Gran del Siurana,4.1,109,20.99,2016,Red,41.1630784,0.7653533
Italian Collection Tosca 2011,South Africa,Stellenbosch,Morgenster Estate,4.0,110,24.32,2011,Red,-34.083936,18.885007
Cabernet Sauvignon 2016,South Africa,Stellenbosch,Meerlust,4.1,110,21.34,2016,Red,-34.0170461,18.7571959
Saint-Ã‰milion Grand Cru (Grand Cru ClassÃ©) 2005,France,Saint-Ã‰milion Grand Cru,Clos des Jacobins,4.2,110,58.95,2005,Red,44.9029981,-0.1720577
Ornato Barolo 2015,Italy,Barolo,Pio Cesare,4.2,110,81.97,2015,Red,44.7016437,8.0387445
1921 Primitivo di Manduria Riserva 2012,Italy,Primitivo di Manduria,Varvaglione,4.1,110,39.9,2012,Red,40.3895527,17.316054
Martelo Reserva 2012,Spain,Rioja,Torre de OÃ±a,4.0,110,28.41,2012,Red,42.5598195,-2.6016329
Saint-Julien (Grand Cru ClassÃ©) 2005,France,Saint-Julien,ChÃ¢teau Branaire-Ducru,4.2,1103,88.95,2005,Red,45.1449352,-0.7385724
Emilien 2015,France,CÃ´tes de Bordeaux,ChÃ¢teau le Puy,4.0,1106,39.9,2015,Red,44.9362291,-0.0284537
Montesodi Toscana 2016,Italy,Toscana,Castello Nipozzano,4.2,111,44.57,2016,Red,43.7845134,11.4711361
Etna San Lorenzo Rosso 2017,Italy,Etna,Tenuta delle Terre Nere,4.2,111,39.9,2017,Red,37.8857837,15.0183176
Gigondas Le Claux 2011,France,Gigondas,ChÃ¢teau de Saint Cosme,4.3,111,59.95,2011,Red,44.1671895,5.0068355
Paleo 2016,Italy,Toscana,Le Macchiole,4.5,111,92.05,2016,Red,43.2078052,10.6120573
Syrah 2016,South Africa,Stellenbosch,Zevenwacht,4.1,111,13.99,2016,Red,-33.9339622,18.7110943
Don Antonio Nero d'Avola (Riserva) 2016,Italy,Sicilia,Morgante,4.2,111,25.9,2016,Red,42.9456747,-78.7956115
Hommage Ã  Jacques Perrin ChÃ¢teauneuf-du-Pape 2016,France,ChÃ¢teauneuf-du-Pape,ChÃ¢teau de Beaucastel,4.6,111,515.0,2016,Red,44.104852,4.8521481
Big G 2015,South Africa,Franschhoek,Holden Manz,4.2,112,23.9,2015,Red,-33.935225,19.115128
Barbera d'Alba Aves 2018,Italy,Barbera d'Alba,Comm. G.B. Burlotto,4.0,112,24.0,2018,Red,44.6669442,7.9308174
Pissarres 2017,Spain,Priorat,Costers del Priorat,4.0,112,12.85,2017,Red,41.16126,0.7163401
Arcidiavolo 2008,Italy,Toscana,Teruzzi & Puthod,4.2,112,17.45,2008,Red,26.1976177,-81.8115905
Pauillac (Grand Cru ClassÃ©) 2011,France,Pauillac,ChÃ¢teau Pichon Baron,4.4,1125,139.0,2011,Red,45.1770493,-0.7516086
Pomerol 2015,France,Pomerol,ChÃ¢teau Moulinet-Lasserre,4.1,113,46.79,2015,Red,44.9438406,-0.2187873
ChÃ¢teauneuf-du-Pape 2017,France,ChÃ¢teauneuf-du-Pape,Clos des Papes (Paul Avril),4.2,113,86.76,2017,Red,44.052134,4.8353741
Bel Noce Primitivo 2017,Italy,Salento,Cantina Rosa del Golfo,4.2,113,9.78,2017,Red,40.0672291,18.0537746
Sapaio Bolgheri Superiore 2016,Italy,Bolgheri Superiore,Podere Sapaio,4.2,113,54.81,2016,Red,43.1692157,10.5804123
Filo di Seta Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Castello Romitorio,4.3,113,52.87,2012,Red,43.0550282,11.4493327
Saint-Ã‰milion Grand Cru 2011,France,Saint-Ã‰milion Grand Cru,Clos Dubreuil,4.1,113,63.2,2011,Red,44.8935814,-0.1216156
Pauillac (Grand Cru ClassÃ©) 2017,France,Pauillac,ChÃ¢teau Pichon Longueville Comtesse de Lalande,4.4,113,154.99,2017,Red,45.176191,-0.7505184
Margaux (Grand Cru ClassÃ©) 2011,France,Margaux,ChÃ¢teau Lascombes,4.2,1131,89.0,2011,Red,45.0409951,-0.6828432
Pessac-LÃ©ognan (Grand Cru ClassÃ© de Graves) 2006,France,Pessac-LÃ©ognan,ChÃ¢teau Pape ClÃ©ment,4.4,1132,129.0,2006,Red,44.8060379,-0.6474483
Conde de Valdemar Gran Reserva 2010,Spain,Rioja,Bodegas Valdemar,4.0,1134,18.79,2010,Red,42.4988843,-2.4393149
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.1,1136,38.3,2012,Red,43.0991616,11.4049781
Gimblett Gravels Le Sol 2015,New Zealand,Gimblett Gravels,Craggy Range,4.3,114,85.27,2015,Red,48.4121206,-114.3370768
Memorious Pinot Noir 2015,United States,Sta. Rita Hills,Domaine de la CÃ´te,4.2,114,54.0,2015,Red,34.6422625,-120.436646
Cenit 2012,Chile,Colchagua Valley,Caliterra,4.3,114,38.94,2012,Red,30.1717586,-98.0865122
Estate Perigee (Seven Hills Vineyard) 2013,United States,Walla Walla Valley,L'Ecole No 41,4.3,114,49.5,2013,Red,46.0568338,-118.5813226
Frauenfeld St. Laurent 2015,Austria,Thermenregion,Johanneshof Reinisch,4.1,114,19.35,2015,Red,47.9741836,16.3031274
Margaux (Grand Cru ClassÃ©) 2009,France,Margaux,ChÃ¢teau Brane-Cantenac,4.2,1149,96.99,2009,Red,45.024064,-0.6745709
Three Pines Cabernet Sauvignon 2016,South Africa,Stellenbosch,Stark-CondÃ©,4.0,115,38.99,2016,Red,-33.9537815,18.9105452
Estate Vineyards Syrah (Shiraz) 2017,South Africa,Stellenbosch,Rust En Vrede,4.3,115,23.75,2017,Red,-33.998382,18.8560069
Powerline Syrah 2016,United States,Walla Walla Valley,K Vintners,4.3,115,60.84,2016,Red,46.0854763,-118.2503954
Millenium Reserva 2009,Spain,Ribera del Duero,Tinto Pesquera,4.5,116,82.86,2009,Red,41.6430345,-4.1530476
La Gravette de Certan Pomerol 2013,France,Pomerol,Vieux ChÃ¢teau Certan,4.2,116,48.5,2013,Red,44.9269211,-0.1977539
Grand Reserve 2014,South Africa,Stellenbosch,Delheim,4.1,116,26.95,2014,Red,-33.8698991,18.8857395
Saint-Julien (Grand Cru ClassÃ©) 2017,France,Saint-Julien,ChÃ¢teau LÃ©oville Barton,4.2,116,95.53,2017,Red,45.156947,-0.7394435
Pauillac (Grand Cru ClassÃ©) 2010,France,Pauillac,ChÃ¢teau Pichon Baron,4.5,1163,249.0,2010,Red,45.1770493,-0.7516086
Pinot Noir 2016,United States,Dundee Hills,Domaine Drouhin,4.2,1166,54.59,2016,Red,45.2655399,-123.0556336
Negru de Purcari 2015,Moldova,South Eastern,ChÃ¢teau Purcari,4.4,1168,98.98,2015,Red,46.529504,29.871929
Saint-Julien (Grand Cru ClassÃ©) 2010,France,Saint-Julien,ChÃ¢teau Branaire-Ducru,4.2,1169,87.24,2010,Red,45.1449352,-0.7385724
Saint-Julien (Grand Cru ClassÃ©) 2001,France,Saint-Julien,ChÃ¢teau LÃ©oville Barton,4.3,1169,108.95,2001,Red,45.156947,-0.7394435
Brolo del Figaretto Amarone della Valpolicella Valpantena 2015,Italy,Amarone della Valpolicella Valpantena,Corte Figaretto,4.2,117,29.5,2015,Red,42.4164302,9.5294139
La Nieta 2007,Spain,Rioja,ViÃ±edos de PÃ¡ganos,4.6,117,83.95,2007,Red,42.5534922,-2.6059795
Vigna di Sessina Chianti Classico Gran Selezione 2015,Italy,Chianti Classico,Dievole,4.4,117,42.0,2015,Red,43.4201863,11.3608965
Barbera d'Alba 2016,Italy,Langhe,Franco Molino,4.1,117,11.9,2016,Red,44.6284785,7.9576381
Giorgio 2011,South Africa,Stellenbosch,Dalla Cia,4.2,117,59.0,2011,Red,-33.9404461,18.8472753
Margaux (Grand Cru ClassÃ©) 2005,France,Margaux,ChÃ¢teau Brane-Cantenac,4.4,1171,119.95,2005,Red,45.024064,-0.6745709
Saint-Ã‰milion Grand Cru (Premier Grand Cru ClassÃ©) 2005,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau Figeac,4.5,1172,239.95,2005,Red,44.9128319,-0.1924052
Vindoro Negroamaro 2016,Italy,Salento,San Marzano,4.3,118,18.9,2016,Red,40.7279967,-73.9884379
Frans Malan Cape Blend 2016,South Africa,Stellenbosch,Simonsig,4.2,118,19.95,2016,Red,-33.8700592,18.8254192
Barolo Brunate 2015,Italy,Barolo,Ceretto,4.2,118,128.91,2015,Red,44.6722487,7.9962875
Barbaresco Bernardot 2014,Italy,Barbaresco,Ceretto,4.1,118,89.0,2014,Red,44.6722487,7.9962875
Margaux 2005,France,Margaux,ChÃ¢teau La Gurgue,4.0,118,39.95,2005,Red,45.043599,-0.6776507
Barolo Castiglione 2014,Italy,Barolo,Vietti,4.1,1180,43.87,2014,Red,44.6242163,7.9791973
Saint-Julien (Grand Cru ClassÃ©) 2005,France,Saint-Julien,ChÃ¢teau Beychevelle,4.4,1182,129.95,2005,Red,45.1445898,-0.7351245
Evenstad Reserve Pinot Noir 2013,United States,Willamette Valley,Domaine Serene,4.3,1182,108.46,2013,Red,45.2704073,-123.0685637
Bolgheri Superiore 2015,Italy,Bolgheri Superiore,Grattamacco,4.2,1188,55.19,2015,Red,43.1868581,10.6279492
Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Biscardo,4.3,1189,26.06,2015,Red,45.3982662,11.2700186
Sister Moon 2015,Italy,Toscana,Tenuta Il Palagio,4.2,119,42.95,2015,Red,43.6159586,11.4362013
GSM 2017,France,Vin de France,Maison de La Villette,4.0,119,6.6,2017,Red,48.8938489,2.39026
Pomerol 2005,France,Pomerol,Clos l'Eglise,4.4,119,139.95,2005,Red,44.9343256,-0.2031586
MacÃ¡n ClÃ¡sico 2016,Spain,Rioja,Benjamin de Rothschild - Vega Sicilia,4.2,119,38.5,2016,Red,42.5769912,-2.6627804
Pessac-LÃ©ognan (Grand Cru ClassÃ© de Graves) 2017,France,Pessac-LÃ©ognan,ChÃ¢teau Pape ClÃ©ment,4.0,119,102.35,2017,Red,44.8060379,-0.6474483
Le Clos des FÃ©es (HervÃ© Bizeul) 2015,France,CÃ´tes du Roussillon,Domaine du Clos des FÃ©es,4.2,119,38.89,2015,Red,42.8498513,2.7767185
Mont du Toit 2007,South Africa,Wellington,Mont du Toit,4.1,119,54.0,2007,Red,-33.6577196,19.0295465
Rioja Reserva (Tempranillo) 2015,Spain,Rioja,RamÃ³n Bilbao,4.0,1192,10.49,2015,Red,42.5699439,-2.8608441
Rubicon 2016,South Africa,Stellenbosch,Meerlust,4.3,1193,26.9,2016,Red,-34.0170461,18.7571959
Prestige Saint-DrÃ©zÃ©ry Rouge 2018,France,Saint-DrÃ©zÃ©ry,ChÃ¢teau Puech-Haut,4.2,120,16.85,2018,Red,43.720075,3.9611651
Pinotage Reserve 2018,South Africa,Durbanville,Diemersdal,4.1,120,19.25,2018,Red,-33.802626,18.64632
La Chenade Lalande de Pomerol 2015,France,Lalande-de-Pomerol,Denis Durantou,4.0,120,28.83,2015,Red,44.9237458,-0.210255
Saint-Ã‰milion Grand Cru (Premier Grand Cru ClassÃ©) 2016,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau Beau-Sejour Becot,4.1,120,85.0,2016,Red,44.8947222,-0.1641667
Saint-EstÃ¨phe (Grand Cru ClassÃ©) 2012,France,Saint-EstÃ¨phe,ChÃ¢teau Montrose,4.2,1208,106.25,2012,Red,45.2463525,-0.7533456
Pinotage 2016,South Africa,Stellenbosch,Kanonkop,4.2,1208,39.19,2016,Red,-33.8548506,18.8601126
Margaux (Grand Cru ClassÃ©) 2016,France,Margaux,ChÃ¢teau Marquis d'Alesme,4.1,121,53.61,2016,Red,45.0418801,-0.6769426
Cabernet Sauvignon Grande Reserva 2014,Portugal,Lisboa,Casa do Lago,4.1,121,5.99,2014,Red,37.034868,-8.0248989
Caladessa Tinto 2016,Portugal,Alentejo,Herdade da Calada,4.0,121,9.9,2016,Red,38.679258,-7.846931
Brunello di Montalcino Riserva 2010,Italy,Brunello di Montalcino,Conti Costanti,4.5,121,144.53,2010,Red,43.051683,11.507199
Barolo 2013,Italy,Barolo,Ceretto,4.0,1211,48.4,2013,Red,44.6722487,7.9962875
Terroir du Trias Bandol Rouge 2015,France,Bandol,Domaine de Terrebrune,4.1,122,30.9,2015,Red,43.1358867,5.8316751
Pinot Noir Te Muna Road Vineyard 2017,New Zealand,Marlborough,Craggy Range,4.1,122,39.48,2017,Red,48.4121206,-114.3370768
SorÃ¬ San Lorenzo 2013,Italy,Langhe,Gaja,4.4,122,445.0,2013,Red,33.7405484,-84.3463317
BarthÃ©lÃ©my 2010,France,Francs - CÃ´tes de Bordeaux,ChÃ¢teau le Puy,4.2,122,149.0,2010,Red,44.9362291,-0.0284537
Finca Biniagual Gran VerÃ¡n 2015,Spain,Binissalem-Mallorca,Biniagual,4.0,122,46.79,2015,Red,39.6671225,2.8756369
Martin Melck Cabernet Sauvignon 2015,South Africa,Stellenbosch,Muratie,4.1,122,13.99,2015,Red,-33.8704712,18.8759232
Barbera d'Alba Maria Gioana 2015,Italy,Barbera d'Alba,Giacosa Fratelli,4.0,122,14.62,2015,Red,44.7214164,8.1162071
Rocca Rubia Riserva Carignano del Sulcis 2016,Italy,Carignano del Sulcis,Santadi,4.1,1222,15.08,2016,Red,39.0921807,8.7158107
Saint-Julien (Grand Cru ClassÃ©) 2007,France,Saint-Julien,ChÃ¢teau LÃ©oville Barton,4.1,1227,76.0,2007,Red,45.156947,-0.7394435
Saint-Julien (Grand Cru ClassÃ©) 2008,France,Saint-Julien,ChÃ¢teau LÃ©oville Barton,4.2,1228,76.95,2008,Red,45.156947,-0.7394435
Saint-Ã‰milion Grand Cru (Premier Grand Cru ClassÃ©) 2011,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau Belair-Monange,4.2,123,109.0,2011,Red,44.8882451,-0.1607374
Margaux 2016,France,Margaux,ChÃ¢teau Rauzan-Gassies,4.0,123,88.0,2016,Red,45.0365122,-0.674866
Conteisa Langhe 2011,Italy,Langhe,Gaja,4.2,123,219.0,2011,Red,33.7405484,-84.3463317
Paxxo 2017,Italy,Veneto,Stefano Accordini,4.1,123,19.4,2017,Red,45.5668917,10.8679696
Alentejano Reserva Tinto 2016,Portugal,Alentejano,Herdade dos Grous,4.3,123,37.9,2016,Red,37.879033,-7.941006
ColecciÃ³n Crianza 2013,Spain,Navarra,Castillo de EnÃ©riz,4.1,124,12.3,2013,Red,42.6746425,-1.746676
Leradici Barbera d'Asti 2018,Italy,Barbera d'Asti,Mauro Molino,4.0,124,15.47,2018,Red,44.635845,7.9597546
Geremia Toscana 2013,Italy,Toscana,Rocca di Montegrossi,4.1,124,29.95,2013,Red,43.4048503,11.4168472
Saint-EstÃ¨phe 2016,France,Saint-EstÃ¨phe,ChÃ¢teau Le Crock,4.0,124,38.25,2016,Red,45.2386294,-0.7718469
Monopole 'Clos des Langres' Rouge 2014,France,CÃ´te de Nuits Villages,Ardhuy,4.2,124,35.5,2014,Red,47.0850161,4.8972525
Barolo Brunate 2011,Italy,Barolo,Vietti,4.4,124,144.53,2011,Red,44.6242163,7.9791973
Vi de Vila Gratallops 2017,Spain,Priorat,Ãlvaro Palacios,4.3,124,47.95,2017,Red,41.1898705,0.7797531
Haut-MÃ©doc 2012,France,Haut-MÃ©doc,ChÃ¢teau Sociando-Mallet,4.0,1243,52.35,2012,Red,45.284277,-0.776006
Primitivo Salento PilÃ¹na 2018,Italy,Salento,Castello Monaci,4.0,1247,6.9,2018,Red,40.3886681,17.8795064
AdÃ©nzia Rosso 2016,Italy,Sicilia,Baglio del Cristo di Campobello,4.0,125,13.4,2016,Red,37.2217695,13.918757
Memorious Pinot Noir 2016,United States,Sta. Rita Hills,Domaine de la CÃ´te,4.0,125,54.0,2016,Red,34.6422625,-120.436646
Rouge (Estate Reserve) 2011,South Africa,Stellenbosch,Morgenster Estate,4.2,125,36.5,2011,Red,-34.083936,18.885007
Le Different de Chateau de Ferrand Saint Emilion Grand Cru 2015,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau de Ferrand,4.1,125,21.0,2015,Red,44.8833932,-0.1185224
Rocche di Castiglione Barolo 2011,Italy,Barolo,Brovia,4.2,125,66.45,2011,Red,44.6316798,7.9654106
Annonce Saint-Ã‰milion Grand Cru 2014,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau Belair-Monange,4.1,125,53.61,2014,Red,44.8882451,-0.1607374
Messiio Maremma Toscana 2015,Italy,Maremma Toscana,Fertuna,4.1,125,21.24,2015,Red,42.8921521,10.9898501
Ventoux Artemia 2015,France,Ventoux,ChÃ¢teau Pesquie,4.0,125,32.9,2015,Red,44.0745026,5.1882917
Saint-Julien (Grand Cru ClassÃ©) 2005,France,Saint-Julien,ChÃ¢teau LÃ©oville PoyferrÃ©,4.4,1254,139.95,2005,Red,45.1643345,-0.7409774
Pelagrilli Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Siro Pacenti,4.2,126,51.9,2014,Red,43.074123,11.507062
50 & 50 2014,Italy,Toscana,Capannelle,4.3,126,95.7,2014,Red,41.8322477,12.5783852
Amarone della Valpolicella Case Vecie 2013,Italy,Amarone della Valpolicella Classico,Brigaldara,4.0,126,36.75,2013,Red,45.5212115,10.9160232
Saint-Julien (Grand Cru ClassÃ©) 2011,France,Saint-Julien,ChÃ¢teau LÃ©oville PoyferrÃ©,4.2,1264,109.0,2011,Red,45.1643345,-0.7409774
Haut-MÃ©doc 2015,France,Haut-MÃ©doc,ChÃ¢teau Arnauld,4.1,127,43.39,2015,Red,45.0729535,-0.7255135
RÃ©serve Royale Saperavi 2015,Georgia,Kakheti,Mukhrani,4.4,127,32.9,2015,Red,41.9349353,44.5655726
Camelot 2014,Italy,Terre Siciliane,Firriato,4.1,127,29.99,2014,Red,38.1129343,15.1110949
EdiciÃ³n Limitada M 2016,Chile,Colchagua Valley,Caliterra,4.1,127,14.57,2016,Red,30.1717586,-98.0865122
Saint-EstÃ¨phe (Grand Cru ClassÃ©) 2010,France,Saint-EstÃ¨phe,ChÃ¢teau Lafon-Rochet,4.1,1272,55.0,2010,Red,45.2293874,-0.7877969
Saint-EstÃ¨phe 2009,France,Saint-EstÃ¨phe,ChÃ¢teau Haut-Marbuzet,4.3,1274,62.39,2009,Red,45.2383114,-0.7696195
EdiciÃ³n Limitada A 2016,Chile,Colchagua Valley,Caliterra,4.1,128,16.5,2016,Red,30.1717586,-98.0865122
Terra d'Eclano Aglianico Irpinia 2013,Italy,Irpinia,Quintodecimo,4.2,129,43.65,2013,Red,41.0464793,14.9904445
Due Rosso 2017,Italy,Veneto,Giannitessari,4.0,129,9.5,2017,Red,45.476701,11.275013
Carmignano Riserva Trefiano 2012,Italy,Carmignano,Capezzana,4.0,129,34.58,2012,Red,43.8239274,10.995525
