name,winery,country,latitude,longitude
1095,Château de Chemilly,France,47.7739628,3.8629175
1099,J. Hofstätter,Italy,46.3419108,11.2397899
1101,Gritsch Mauritiushof,Austria,48.3656924,15.4145285
1102,Es Fangar,Spain,39.495917,3.19586
1106,Jean-Marc Morey,France,46.9380673,4.7313782
1107,Poggio le Volpi,Italy,41.8266377,12.707799
1108,Emrich-Schönleber,Germany,,
1109,Domaine Leflaive,France,,
1110,Georg Mosbacher,Germany,49.4232231,8.1898981
1113,Antonelli San Marco,Italy,42.893008,12.600832
1116,Delas,France,,
1117,Château Guiraud,France,44.5328625,-0.3333649
1118,Rudi Pichler,Austria,48.3820514,15.4511378
1119,Cape Point Vineyards,South Africa,-34.0992388,18.3824583
1120,Immich-Batterieberg,Germany,49.9835777,7.123952
1126,Nals Margreid,Italy,46.5388341,11.2039337
1127,Henri Bourgeois,France,,
1130,Marqués de Riscal,Spain,,
1136,Wittmann,Germany,41.8483505,-73.0750579
1138,Ökonomierat Rebholz,Germany,49.2091692,8.0507121
1144,Dönnhoff,Germany,,
1146,Albert Boxler,France,48.0997352,7.2725529
1149,David Moret-Nomine,France,47.022269,4.8426516
1160,Château de Béru,France,47.80098,3.8880033
1168,Nautilus,New Zealand,,
1170,Domaine Jean Monnier & Fils,France,46.9782884,4.7698473
1171,Domaine William Fèvre,France,47.8131129,3.8005341
1173,Kracher & Sohm,Austria,47.7611481,16.8066631
1182,Poggio Graffetta,Italy,,
1185,Antinori,Italy,,
1187,Milan Nestarec,Czech Republic,48.8412058,16.9070587
1188,Maximin Grünhaus,Germany,49.7696275,6.7169033
1192,J.B. Becker,Germany,50.03338,8.15982
1193,Leitz,Germany,,
1203,Van Volxem,Germany,49.6427945,6.5787574
1205,Wittmann,Germany,41.8483505,-73.0750579
1206,Diemersdal,South Africa,-33.802626,18.64632
1207,St. Michael-Eppan,Italy,46.4560767,11.2623877
1208,Château de Chemilly,France,47.7739628,3.8629175
1209,Markus Molitor,Germany,,
1214,Waterkloof,South Africa,-25.7792272,28.2441363
1215,Pascal Bouchard,France,47.8162049,3.7833953
1216,Ansgar Clüsserath,Germany,49.82332,6.89939
1218,Künstler,Germany,,
1222,Sattlerhof,Austria,46.7133078,15.5393226
1226,Weingut Knoll,Austria,48.3883514,15.5422425
1227,Emrich-Schönleber,Germany,,
1228,Van Volxem,Germany,49.6427945,6.5787574
1229,Hans Wirsching,Germany,49.70283,10.26118
1232,Tement,Austria,46.6861778,15.6125406
1235,Friedrich Becker,Germany,,
1236,Paulo Laureano,Portugal,38.1760024,-7.8264663
1242,Markus Molitor,Germany,,
1245,Mariflor,Argentina,,
1246,Isole e Olena,Italy,43.5044444,11.2372222
1247,Weingüter Wegeler,Germany,,
1248,Wolfberger,France,48.0421092,7.3100975
1256,Cape Point Vineyards,South Africa,-34.0992388,18.3824583
1259,Faiveley,France,,
1261,Cà dei Frati,Italy,45.4547439,10.6168089
1269,Battenfeld Spanier,Germany,49.93124,8.3066
1270,Kühling-Gillot,Germany,49.93124,8.3066
1277,Knipser,Germany,,
1292,Domaine de la Solitude,France,44.0554931,4.8514108
1295,Dr. Bürklin-Wolf,Germany,,
1299,Botani,Spain,40.7533094,-73.9918069
1302,Pichler-Krutzler,Austria,48.3882487,15.5332007
1304,Cape of Good Hope,South Africa,-34.3568425,18.4739882
1308,Gross,Austria,,
1309,Comte Lafond,France,,
1313,Prager,Austria,,
1320,Domaine des Ardoisieres,France,45.580099,6.197892
1322,The Kings Series,New Zealand,,
1323,Prager,Austria,,
1324,Boekenhoutskloof,South Africa,-33.9425804,19.1080145
1326,Von Winning,Germany,49.4106226,8.1863799
1329,Markus Molitor,Germany,,
1334,Les Héritiers du Comte Lafon,France,46.3500686,4.6962686
1335,Cape of Good Hope,South Africa,-34.3568425,18.4739882
1338,Weiser-Künstler,Germany,49.9522315,7.1122888
1339,Arabella,South Africa,,
1341,Domaine William Fèvre,France,47.8131129,3.8005341
1342,The Kings Series,New Zealand,,
1346,Kühling-Gillot,Germany,49.93124,8.3066
1348,Iona,South Africa,56.3347303,-6.4041001
1351,Saint Clair,New Zealand,42.8208653,-82.486024
1353,Prinz Salm,Germany,49.8889283,7.7633042
1354,Maximin Grünhaus,Germany,49.7696275,6.7169033
1356,Errazuriz,Chile,,
1357,Château de Chamirey,France,46.8248564,4.7235317
1359,Domaine Saumaize-Michelin,France,46.3113586,4.7159852
1360,David Moret-Nomine,France,47.022269,4.8426516
1362,José Pariente,Spain,,
1367,Vincent Girardin,France,,
1370,Ornellaia,Italy,,
1372,Domaine de Chevalier,France,,
1374,Weingüter Wegeler,Germany,,
1378,Reinhard Knebel,Germany,,
1379,Bonneau du Martray,France,47.0800263,4.8525648
1384,Schneider,Germany,,
1386,Bret Brothers & The Soufrandière,France,,
1389,Grosset,Australia,,
1391,Egon Müller - Scharzhof,Germany,,
1392,Bulgarini,Italy,34.1907991,-118.1321212
1394,Prà,Italy,41.4662849,12.9022116
1395,Tommasi,Italy,,
1396,Lenotti,Italy,45.5441949,10.7248046
1397,Nederburg,South Africa,,
1398,Château de Pibarnon,France,43.175661,5.7508371
1403,Tement,Austria,46.6861778,15.6125406
1405,Domaine Nathalie et Gilles Fevre,France,47.8420294,3.8093055
1407,Faiveley,France,,
1409,Fritz Haag,Germany,,
1412,Schiopetto,Italy,45.9516756,13.5071621
1416,Klein Constantia,South Africa,-34.0385508,18.4133995
1419,La Tunella,Italy,46.040687,13.4374668
1422,Joh. Jos. Prüm,Germany,49.941491,7.0459825
1424,Gross,Austria,,
1426,Peter Lauer,Germany,49.6289469,6.5532144
1428,Prà,Italy,41.4662849,12.9022116
1431,Château de Nages,France,43.7918693,4.3729272
1432,Château de la Crée,France,46.9147949,4.6868397
1433,Hensel,Germany,,
1434,Dominique et Janine Crochet,France,,
1438,Ziereisen,Germany,47.6547677,7.5591644
1448,Donnafugata,Italy,36.8810019,14.5644909
1450,Emrich-Schönleber,Germany,,
1454,Poggio Al Tesoro,Italy,43.5797653,10.550356
1462,Mayer am Pfarrplatz,Austria,48.2550739,16.3588897
1465,Dona Berta,Portugal,,
1469,Livio Felluga,Italy,,
1470,Louis Jadot - Domaine Duc de Magenta,France,,
1471,Cielo e Terra,Italy,45.4947822,11.3626897
1474,Koehler-Ruprecht,Germany,49.4914991,8.1751278
1475,Domaine des Hâtes,France,47.871254,3.7700113
1482,Dr. Von Bassermann-Jordan,Germany,49.4081542,8.1857663
1483,Jean-Marc Morey,France,46.9380673,4.7313782
1485,Gritsch Mauritiushof,Austria,48.3656924,15.4145285
1486,Wieninger,Austria,,
1488,Brandini,Italy,,
1493,Emrich-Schönleber,Germany,,
1495,Andrian,Italy,46.518955,11.2336867
1496,Markus Molitor,Germany,,
1506,Romana Vini,Portugal,,
1508,M. Chapoutier,France,,
1514,Botanica,South Africa,,
1519,Château de Fieuzal,France,44.7137509,-0.6063917
1526,Markowitsch,Austria,48.0554417,16.738552
1527,Korrell,Germany,49.8441406,7.9146891
1536,Joseph Drouhin,France,,
1540,Binigrau,Spain,39.643384,2.857667
1543,Georg Breuer,Germany,,
1544,Vigneti Zanatta,Italy,40.8688394,9.5480572
1551,Schloss Lieser,Germany,49.9172879,7.0195801
1556,Dr. Von Bassermann-Jordan,Germany,49.4081542,8.1857663
1557,Tiefenbrunner,Italy,,
1558,Georg Mosbacher,Germany,49.4232231,8.1898981
1565,Château Clarke,France,,
1569,Domaine Patrick Baudouin,France,47.3309747,-0.7161216
1572,Nals Margreid,Italy,46.5388341,11.2039337
1575,Gaja,Italy,33.7405484,-84.3463317
1576,Reichsrat von Buhl,Germany,,
1578,Feudi di San Gregorio,Italy,40.9111904,14.8675003
1579,Peter Jakob Kühn,Germany,50.01094,8.02121
1581,Wittmann,Germany,41.8483505,-73.0750579
1587,Markus Molitor,Germany,,
1590,Surrau,Italy,41.0669029,9.4368014
1595,Badenhorst,South Africa,-33.5439282,18.8185624
1598,Dr. Von Bassermann-Jordan,Germany,49.4081542,8.1857663
1599,Ellermann-Spiegel,Germany,49.2624096,8.187472
1604,Parusso,Italy,44.6134621,7.9653802
1605,Weingut Bründlmayer,Austria,48.4738838,15.6650811
1607,Maximin Grünhaus,Germany,49.7696275,6.7169033
1608,Domaine Henri Boillot,France,46.9686198,4.7971731
1611,Joseph Drouhin,France,,
1615,Leitz,Germany,,
1617,Schloss Gobelsburg,Austria,48.461037,15.69598
1621,Louis Michel & Fils,France,,
1623,A. Christmann,Germany,,
1626,David & Nadia,South Africa,,
1631,Domaine Nathalie et Gilles Fevre,France,47.8420294,3.8093055
1632,Von Winning,Germany,49.4106226,8.1863799
1637,Penfolds,Australia,,
1639,Schug,United States,,
1640,Rustenberg,South Africa,-33.8956904,18.8925072
1641,Ziereisen,Germany,47.6547677,7.5591644
1642,Springfield Estate,South Africa,,
1643,Forstmeister Geltz-Zilliken,Germany,49.605545,6.5432753
1650,Domaine Patrick Baudouin,France,47.3309747,-0.7161216
1654,Huis Van Chevallerie,South Africa,,
1658,Château Clarke,France,,
1659,J.A. Ferret,France,46.2807046,4.7416484
1660,Manincor,Italy,46.3914762,11.2551839
1662,Michel Bouzereau,France,46.9793402,4.7717803
1665,Domaine La Roquète,France,44.0581415,4.8344472
1668,Fritz Haag,Germany,,
1672,Van Volxem,Germany,49.6427945,6.5787574
1674,Von Winning,Germany,49.4106226,8.1863799
1676,Errazuriz,Chile,,
1682,Egon Müller - Scharzhof,Germany,,
1689,Fillaboa,Spain,42.0851044,-8.5200581
1692,Velich,Austria,47.7462477,16.8260552
1694,Joseph Drouhin,France,,
1698,Kühling-Gillot,Germany,49.93124,8.3066
1710,F.X. Pichler,Austria,48.3877757,15.530616
1714,Francois Villard,France,45.443575,4.7346721
1715,Villa Maria,New Zealand,,
1718,Keller,Germany,32.9341893,-97.229298
1720,Bodegas Care,Spain,41.3417309,-1.2402835
1722,Friedrich Becker,Germany,,
1724,Heymann-Löwenstein,Germany,50.3148115,7.522224
1726,A. Christmann,Germany,,
1727,Garciarevalo,Spain,41.4119523,-4.7921423
1728,Pascal Jolivet,France,,
1734,Jacques Carillon,France,46.9464338,4.7527533
1738,Michel Thomas & Fils,France,,
1739,Domaine William Fèvre,France,47.8131129,3.8005341
1741,Knipser,Germany,,
1748,Von Winning,Germany,49.4106226,8.1863799
1749,Georg Mosbacher,Germany,49.4232231,8.1898981
1751,Seifried Estate,New Zealand,-41.302322,173.1151633
1753,Domaine Naturaliste,Australia,-33.7493036,115.0456631
1754,Colomé,Argentina,43.2605097,-99.7152302
1756,Roland Lavantureux,France,47.8652641,3.7279699
1764,Weingüter Wegeler,Germany,,
1765,Markus Molitor,Germany,,
1766,Lanzerac,South Africa,-33.9378873,18.8939536
1770,Reichsrat von Buhl,Germany,,
1771,Château de la Crée,France,46.9147949,4.6868397
1777,Mukhrani,Georgia,41.9349353,44.5655726
1781,Von Winning,Germany,49.4106226,8.1863799
1784,Knipser,Germany,,
1786,Weingut Bründlmayer,Austria,48.4738838,15.6650811
1787,Domaine Henri Boillot,France,46.9686198,4.7971731
1791,Torres,Spain,,
1794,Henri Bourgeois,France,,
1801,Weingut Loersch,Germany,49.81007,6.89778
1804,Dr. Von Bassermann-Jordan,Germany,49.4081542,8.1857663
1805,Mukhrani,Georgia,41.9349353,44.5655726
1806,Poeira,Portugal,,
1807,Van Volxem,Germany,49.6427945,6.5787574
1810,Georg Breuer,Germany,,
1814,Velich,Austria,47.7462477,16.8260552
1817,Manincor,Italy,46.3914762,11.2551839
1824,Domaine des Sénéchaux,France,44.0579385,4.8324467
1825,Salwey,Germany,48.0889834,7.6292858
1826,Kracher,Austria,47.7611481,16.8066631
1836,Marc Kreydenweiss,France,48.3883515,7.4155198
1837,Schäfer-Fröhlich,Germany,49.8376011,7.6809546
1838,Paul Mas,France,,
1843,Robert Weil,Germany,,
1848,Joh. Jos. Prüm,Germany,49.941491,7.0459825
1853,Domaine Henri Boillot,France,46.9686198,4.7971731
1855,Markus Molitor,Germany,,
1858,Terlan (Terlano),Italy,46.5293309,11.2484293
1862,Gysler,Germany,49.7368202,8.0640834
1864,Château de la Crée,France,46.9147949,4.6868397
1867,F.X. Pichler,Austria,48.3877757,15.530616
1869,Saint Clair,New Zealand,42.8208653,-82.486024
1870,Francis Ford Coppola,United States,,
1873,Markus Molitor,Germany,,
1878,Dönnhoff,Germany,,
1893,St. Urbans-Hof,Germany,,
1898,Penfolds,Australia,,
