Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Type,latitude,longitude
Canava Chrissou Tselepos Santorini Vieilles Vignes 2017,Greece,Santorini,ÎšÏ„Î·Î¼Î± Î¤ÏƒÎµÎ»ÎµÏ€Î¿Ï… (Ktima Tselepos),4.1,158,29.5,2017,White,37.429376,22.489743
Alteni di Brassica Langhe 2014,Italy,Langhe,Gaja,4.2,158,95.06,2014,White,33.7405484,-84.3463317
Einstern Pinot Blanc 2015,Germany,Mosel,Markus Molitor,4,159,18.95,2015,White,-33.9045467,19.1113687
Therese Sauvignon Blanc 2017,Austria,SÃ¼dsteiermark,Weingut Erich & Walter Polz,4.1,159,27.5,2017,White,-33.9045467,19.1113687
La Comtesse de Pazo Barrantes AlbariÃ±o 2013,Spain,RÃ­as Baixas,Pazo Barrantes,4.1,159,51.68,2013,White,42.503995,-8.7710077
Sauvignon Blanc 2018,Germany,Rheinhessen,Knewitz,4,159,10.88,2018,White,49.92575,8.04167
Trebbiano d'Abruzzo 2015,Italy,Trebbiano d'Abruzzo,Valentini,4.4,159,121.25,2015,White,46.8320416,-92.2063756
Goldberg Riesling 2016,Germany,Wawern,Van Volxem,4,160,26.47,2016,White,49.6427945,6.5787574
Chassagne-Montrachet Blanc 2014,France,Chassagne-Montrachet,Domaine Michel Niellon,4.1,160,49.95,2014,White,46.9275847,4.7419311
Prestige Blanc 2018,France,CÃ´tes de Provence,Minuty,4.1,160,20.99,2018,White,49.7961111,7.7583333
LafÃ³a Sauvignon 2018,Italy,SÃ¼dtirol - Alto Adige,Colterenzio (Schreckbichl),4.1,161,23.88,2018,White,49.7961111,7.7583333
Heytesbury Chardonnay 2017,Australia,Margaret River,Vasse Felix,4.1,161,65.79,2017,White,-33.8225119,115.0376913
Beaune 1er Cru 'Clos des Mouches' Blanc 2016,France,Beaune 1er Cru 'Le Clos des Mouches',Joseph Drouhin,4.5,162,129,2016,White,46.3114023,11.2206906
Via ColÈ›ul Pietrei Sauvignon Blanc 2017,Romania,Dealu Mare,Vitis Metamorfosis,4,162,11.5,2017,White,45.02196,26.391651
Condrieu Invitare 2017,France,Condrieu,M. Chapoutier,4.1,162,47.37,2017,White,45.02196,26.391651
Sauvignon Blanc 2019,New Zealand,Marlborough,Fernlands,4.3,163,9.2,2019,White,-37.7059272,176.1240559
La Oveja Negra Verdejo 2018,Spain,Castilla,Bodegas Parra Jimenez,4,163,6.32,2018,White,39.4155964,-2.7667532
ChÃ¢teauneuf-du-Pape Blanc 2017,France,ChÃ¢teauneuf-du-Pape,ChÃ¢teau de Beaucastel,4.3,163,73.11,2017,White,44.104852,4.8521481
Terramatter Alvarinho 2017,Portugal,MonÃ§Ã£o e MelgaÃ§o,Soalheiro,4,164,18.03,2017,White,42.097502,-8.3099673
Alteni di Brassica Langhe 2015,Italy,Langhe,Gaja,4.4,165,95.06,2015,White,33.7405484,-84.3463317
Clos Sainte Hune Riesling Alsace 2012,France,Alsace,Trimbach,4.5,166,193.03,2012,White,48.1944177,7.3254174
Aile d'Argent Blanc Bordeaux 2016,France,Bordeaux,ChÃ¢teau Mouton Rothschild,4.1,166,100,2016,White,48.1944177,7.3254174
Heytesbury Chardonnay 2016,Australia,Margaret River,Vasse Felix,4.2,166,72.73,2016,White,-33.8225119,115.0376913
Vigne di Catullo Riserva Lugana 2015,Italy,Lugana,Roveglia,4.1,167,15.69,2015,White,-33.8225119,115.0376913
Malterdinger 2017,Germany,Baden,Bernhard Huber,4,167,18,2017,White,48.160043,7.8124223
LafÃ³a Chardonnay 2018,Italy,SÃ¼dtirol - Alto Adige,Colterenzio (Schreckbichl),4.3,167,24.27,2018,White,48.160043,7.8124223
Professor Black 2017,South Africa,Stellenbosch,Warwick,4.1,169,24.9,2017,White,25.031148,-77.334599
ChÃ¢teau Grenouilles Chablis Grand Cru 2015,France,Chablis Grand Cru,La Chablisienne,4.3,169,54,2015,White,47.6742253,-122.3541314
Evenstad Reserve Chardonnay 2015,United States,Dundee Hills,Domaine Serene,4.2,170,74,2015,White,45.2704073,-123.0685637
Chablis TÃªte d'Or 2016,France,Chablis,Billaud-Simon,4,170,24.27,2016,White,47.812921,3.803712
Vigna Kastelaz GewÃ¼rztraminer 2015,Italy,SÃ¼dtirol - Alto Adige,Elena Walch,4.2,170,31.91,2015,White,46.3385258,11.2385953
Graacher Himmelreich Riesling Kabinett 2017,Germany,Graach,Joh. Jos. PrÃ¼m,4.1,171,21.83,2017,White,-35.1972164,138.5511368
Alte Reben Riesling 2017,Germany,Mosel,Van Volxem,4.1,176,17.7,2017,White,49.6427945,6.5787574
Graue Freyheit 2017,Austria,Neusiedlersee,Heinrich,4,176,29,2017,White,43.1450267,-78.6963314
Venezia Giulia Jurosa (Chardonnay) 2016,Italy,Venezia Giulia,Lis Neris,4.1,177,31.18,2016,White,45.9293858,13.5271326
Molin Lugana 2018,Italy,Lugana,CÃ  Maiol,4,177,14.8,2018,White,45.4473957,10.5949603
MÃ¢con-Milly-Lamartine 2017,France,MÃ¢con-Milly-Lamartine,Les HÃ©ritiers du Comte Lafon,4,177,20.9,2017,White,46.3500686,4.6962686
Venezia Giulia Lis 2015,Italy,Venezia Giulia,Lis Neris,4.1,178,53.58,2015,White,45.9293858,13.5271326
Hensel Und Gretel White 2018,Germany,Pfalz,Schneider,4.1,178,13.5,2018,White,38.0040892,-122.5497
Adrianna Vineyard White Bones Chardonnay 2016,Argentina,Mendoza,Catena Zapata,4.5,178,86.95,2016,White,-33.1639562,-68.9195177
Graacher Himmelreich Riesling Kabinett 2018,Germany,Graach,Joh. Jos. PrÃ¼m,4.2,179,21.21,2018,White,46.3500686,4.6962686
Terroir Series Sauvignon Blanc 2018,New Zealand,Marlborough,Brancott Estate,4,179,9.99,2018,White,-33.6090951,-69.2038698
Pinot Grigio 2018,Italy,SÃ¼dtirol - Alto Adige,Andrian,4.1,180,16.13,2018,White,46.518955,11.2336867
Wehlener Klosterberg Pinot Blanc 2015,Germany,Mosel,Markus Molitor,4.2,182,25.95,2015,White,39.9945624,-4.5327629
Etna Calderara Sottana Bianco 2017,Italy,Sicilia,Tenuta delle Terre Nere,4.1,186,26.9,2017,White,37.8857837,15.0183176
Campanaro 2017,Italy,Irpinia,Feudi di San Gregorio,4.1,187,29.95,2017,White,40.9111904,14.8675003
Grand Cru 2017,Italy,Terre Siciliane,Tenuta RapitalÃ ,4.2,189,19.9,2017,White,37.9209757,13.0714772
Te Arai Vineyard Chenin Blanc 2016,New Zealand,Gisborne,Millton,4,189,19.45,2016,White,-38.6770746,177.8979651
Chardonnay 2018,Israel,Galilee,Yarden,4.2,190,14.9,2018,White,47.6742253,-122.3541314
Pinot Grigio Alto Adige Castel Ringberg 2018,Italy,SÃ¼dtirol - Alto Adige,Elena Walch,4.1,190,19.25,2018,White,46.3385258,11.2385953
Gris 2017,Italy,Friuli Isonzo,Lis Neris,4,191,25.9,2017,White,45.9293858,13.5271326
Gris 2011,Italy,Friuli Isonzo,Lis Neris,4,192,39.69,2011,White,45.9293858,13.5271326
Sancerre D'Antan 2014,France,Sancerre,Henri Bourgeois,4.3,192,38,2014,White,-26.0807084,-66.0037589
Nussbaumer GewÃ¼rztraminer 2018,Italy,SÃ¼dtirol - Alto Adige,Tramin,4.2,192,21.24,2018,White,46.3408096,11.2421663
AdÃ¨nzia Bianco 2018,Italy,Sicilia,Baglio del Cristo di Campobello,4,193,12.06,2018,White,37.2217695,13.918757
Rioja Satinela Blanco Semidulce 2019,Spain,Rioja,MarquÃ©s de CÃ¡ceres,4.1,193,6.29,2019,White,-33.7134203,-70.6164201
Zapallar Coast Sauvignon Blanc 2019,Chile,Aconcagua Valley,Outer Limits,4.2,194,14.89,2019,White,45.9747129,12.56818
Misco Verdicchio dei Castelli di Jesi Classico Superiore 2017,Italy,Verdicchio dei Castelli di Jesi,Tenuta di Tavignano,4,196,13.9,2017,White,43.4525139,13.2467222
Chardonnay 2018,Argentina,Mendoza,Catena Alta,4,196,24.18,2018,White,43.4525139,13.2467222
Sauvignon Blanc 2019,New Zealand,Marlborough,The Cloud Factory,4,197,10.9,2019,White,37.2315969,-77.4064151
Sancerre Le MD De Bourgeois 2017,France,Sancerre,Henri Bourgeois,4.1,197,24.95,2017,White,37.2315969,-77.4064151
CapellanÃ­a 2015,Spain,Rioja,MarquÃ©s de Murrieta,4.1,198,19.6,2015,White,37.2315969,-77.4064151
Nisia Las Suertes Verdejo Old Vines 2016,Spain,Rueda,OrdÃ³Ã±ez,4.1,198,19.95,2016,White,-32.8396869,-62.8651092
Grainhubel Riesling GG 2015,Germany,Pfalz,Von Winning,4.1,198,29.95,2015,White,49.4106226,8.1863799
Sauvignon Blanc 2017,United States,North Coast,Spottswoode,4,199,36.9,2017,White,38.5000111,-122.4787297
Kiedrich Klosterberg Riesling Trocken 2018,Germany,Rheingau,Robert Weil,4.1,203,20.9,2018,White,50.0138224,7.9950867
Sauvignon Blanc 2019,New Zealand,Marlborough,Bishop's Leap,4,203,8.45,2019,White,-34.0147081,18.4147309
Vire-ClessÃ© 2014,France,VirÃ©-ClessÃ©,Les HÃ©ritiers du Comte Lafon,4,203,36.33,2014,White,46.3500686,4.6962686
Adrianna Vineyard White Stones Chardonnay 2015,Argentina,Mendoza,Catena Zapata,4.5,204,73.59,2015,White,-33.1639562,-68.9195177
Director's Reserve White 2016,South Africa,Stellenbosch,Tokara,4.2,207,28.5,2016,White,47.6742253,-122.3541314
Lugana Vigneto Massoni 2019,Italy,Lugana,S. Cristina,4.2,209,9.9,2019,White,46.5577313,11.7181084
Terre Alte 2017,Italy,Rosazzo,Livio Felluga,4.3,210,45,2017,White,-34.0403909,18.4208345
Sauvignon Blanc 2019,South Africa,Constantia,Buitenverwachting,4.2,210,8.95,2019,White,-34.0403909,18.4208345
Koetshuis Sauvignon Blanc 2018,South Africa,Durbanville,De Grendel,4,210,17.79,2018,White,-33.851365,18.571616
Barrel Fermented Chenin Blanc 2018,South Africa,Stellenbosch,Stellenrust,4,210,18.42,2018,White,-33.9884584,18.8494246
Kiedrich GrÃ¤fenberg Riesling Trocken GG 2016,Germany,Rheingau,Robert Weil,4.2,211,41.87,2016,White,-33.9884584,18.8494246
White Label Nik Weis Wiltinger Alte Reben 2018,Germany,Mosel,St. Urbans-Hof,4,212,15.99,2018,White,38.412206,-122.5398302
Meursault 2017,France,Meursault,Joseph Drouhin,4.2,215,56.54,2017,White,44.0377762,11.9948152
Domaine de L'Aigle Chardonnay Limoux 2018,France,Limoux,GÃ©rard Bertrand,4.1,215,17.99,2018,White,44.0377762,11.9948152
Zeltinger Sonnenuhr Riesling Auslese*** 2015,Germany,Mosel,Markus Molitor,4.5,218,117.95,2015,White,48.160043,7.8124223
Pinot Grigio (Tralcetto) 2019,Italy,Terre di Chieti,Cantina Zaccagnini,4,219,8.73,2019,White,42.2307038,13.9559097
Special CuvÃ©e Sauvignon Blanc 2019,South Africa,Robertson,Springfield Estate,4.1,220,12.89,2019,White,42.2307038,13.9559097
Vire-ClessÃ© 2016,France,VirÃ©-ClessÃ©,Les HÃ©ritiers du Comte Lafon,4,222,29.9,2016,White,46.3500686,4.6962686
Pouilly-FumÃ© 2018,France,Pouilly-FumÃ©,ChÃ¢teau Favray,4,222,14.13,2018,White,47.3574173,3.0269182
Ãœrziger WÃ¼rzgarten Riesling SpÃ¤tlese 2016,Germany,Mosel,Markus Molitor,4,223,19.01,2016,White,47.3574173,3.0269182
Kalkundkiesel 2018,Austria,Burgenland,Claus Preisinger,4.2,223,15.89,2018,White,47.9081538,16.9103232
Vermentino (Etichetta Nera/Black Label) 2018,Italy,Colli di Luni,Lvnae,4,224,19.5,2018,White,47.9081538,16.9103232
W... Dreams Bianco (Were Dreams...) 2017,Italy,Venezia Giulia,Jermann,4.2,224,45.49,2017,White,47.9081538,16.9103232
Barrel Fermented White 2015,Spain,Rioja,Bodegas Amaren,4,227,13.9,2015,White,42.5658868,-2.6825171
Gavi dei Gavi (Black label) 2019,Italy,Gavi,La Scolca,4.1,227,24.85,2019,White,42.5658868,-2.6825171
Les Tourelles de la CrÃ©e Montagny Premier Cru 2016,France,Montagny Premier Cru,ChÃ¢teau de la CrÃ©e,4.1,227,43.28,2016,White,46.9147949,4.6868397
GewÃ¼rztraminer Somontano 2019,Spain,Somontano,ViÃ±as del Vero,4.1,229,10.31,2019,White,41.4027177,-4.9814728
Meursault 2017,France,Meursault,Louis Jadot,4.3,229,56.26,2017,White,41.4027177,-4.9814728
Special CuvÃ©e Chardonnay 2016,Chile,Casablanca Valley,Montes Alpha,4,230,18.94,2016,White,45.9747129,12.56818
Sauvignon Blanc 2019,South Africa,Citrusdal Mountain,Cederberg,4.2,235,15.27,2019,White,-32.5891202,19.0118251
Private Reserve Chardonnay 2017,United States,Napa Valley,Beringer,4,235,65.79,2017,White,38.5111235,-122.4808592
The Stump Jump White Blend 2018,Australia,McLaren Vale,d'Arenberg,4,236,8.5,2018,White,-35.1972164,138.5511368
Pioneer Block 21 Bell Block Sauvignon Blanc 2018,New Zealand,Blenheim,Saint Clair,4,236,18.95,2018,White,42.8208653,-82.486024
Pouilly-FuissÃ© 2017,France,Pouilly-FuissÃ©,J.A. Ferret,4.1,239,36.52,2017,White,46.2807046,4.7416484
Kaitui Sauvignon Blanc 2019,Germany,Pfalz,Schneider,4.1,239,12.9,2019,White,-39.6497614,176.7158374
Condrieu 2017,France,Condrieu,E. Guigal,4,240,37.97,2017,White,-39.6497614,176.7158374
Chablis Premier Cru 'MontÃ©e de Tonnerre' 2016,France,Chablis Premier Cru,Louis Michel & Fils,4.2,241,36.99,2016,White,-33.9049045,19.1110113
Suadens Campania Bianco 2018,Italy,Campania,Nativ,4.1,241,13.55,2018,White,-33.9049045,19.1110113
Riesling Scharzhof 2018,Germany,Wiltingen,Egon MÃ¼ller - Scharzhof,4.1,242,32.9,2018,White,-33.9049045,19.1110113
Pinot Bianco Riserva Vorberg 2017,Italy,SÃ¼dtirol - Alto Adige,Terlan (Terlano),4.1,244,24.75,2017,White,46.5293309,11.2484293
Sancerre Blanc 2018,France,Sancerre,Comte Lafond,4,244,28.9,2018,White,47.384657,2.821265
Don Miguel Vineyard La MasÃ­a Chardonnay 2017,United States,Russian River Valley,Marimar Estate,4.2,245,42.99,2017,White,38.422216,-122.903572
Valdelagunde Verdejo 2019,Spain,Rueda,Bodegas Pedro Escudero,4,246,5.75,2019,White,41.4094553,-4.8999554
Corton-Charlemagne Grand Cru 1999,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.2,246,217.95,1999,White,47.0800263,4.8525648
L'Uetta Fiano Puglia 2018,Italy,Puglia,Masca del Tacco,4.1,249,10.49,2018,White,40.4357175,17.7286966
Douro Reserva Redoma Branco 2018,Portugal,Douro,Niepoort,4.3,252,33.14,2018,White,27.0254869,-108.941309
Red Shoulder Ranch Chardonnay 2017,United States,Los Carneros,Shafer,4.2,253,65,2017,White,27.0254869,-108.941309
Director's Cut Chardonnay 2017,United States,Russian River Valley,Francis Ford Coppola,4.1,253,32.5,2017,White,27.0254869,-108.941309
Pinot Gris Alsace RÃ©serve Personnelle 2013,France,Alsace,Trimbach,4.1,255,31.03,2013,White,48.1944177,7.3254174
Veneto Custoza 2019,Italy,Veneto,Monte del FrÃ¡,4,256,6.6,2019,White,45.388789,10.825568
Zeltinger Sonnenuhr Riesling SpÃ¤tlese 2014,Germany,Mosel,Markus Molitor,4,257,23.9,2014,White,45.388789,10.825568
Finca Valdelagunde CuveÃ© Especial 2019,Spain,Castilla y LeÃ³n,Bodegas Pedro Escudero,4,260,7.4,2019,White,41.4094553,-4.8999554
Vouvray Classic 2018,France,Vouvray,Marc BrÃ©dif,4,262,14.9,2018,White,47.4103287,0.7755462
Chablis 2017,France,Chablis,Domaine Jean Collet,4,262,15.5,2017,White,47.815023,3.7942016
Spitfire Sauvignon Blanc (Small Parcels) 2017,New Zealand,Marlborough,Kim Crawford,4,263,27.04,2017,White,47.815023,3.7942016
Rossj-Bass Langhe 2018,Italy,Langhe,Gaja,4.4,263,62.95,2018,White,33.7405484,-84.3463317
Masseria dei Carmelitani Gavi 2018,Italy,Gavi,Vite Colte,4,264,9.66,2018,White,44.6260623,7.9547232
GewÃ¼rztraminer RÃ©serve 2018,France,Alsace,Lucien Albrecht,4,267,11.36,2018,White,45.2249531,-0.7724358
Chardonnay Banghoek Reserve 2018,South Africa,Stellenbosch,Delaire Graff,4,267,17.95,2018,White,-33.9202951,18.9218332
Sauvignon Blanc de Purcari 2018,Moldova,South Eastern,ChÃ¢teau Purcari,4,267,10.98,2018,White,46.529504,29.871929
Kiedrich GrÃ¤fenberg Riesling Trocken GG 2015,Germany,Rheingau,Robert Weil,4,268,41.87,2015,White,46.529504,29.871929
Douro Guru Branco 2017,Portugal,Douro,Wine & Soul,4.2,269,25.34,2017,White,46.529504,29.871929
Hermitage Le Chevalier de Sterimberg 2015,France,Hermitage,Paul Jaboulet AÃ®nÃ©,4.2,272,82.48,2015,White,46.5293309,11.2484293
Fransola 2012,Spain,PenedÃ¨s,Torres,4,273,23.79,2012,White,47.8583075,3.7226559
Vigna Kastelaz GewÃ¼rztraminer 2016,Italy,SÃ¼dtirol - Alto Adige,Elena Walch,4.2,274,31.53,2016,White,46.3385258,11.2385953
Zeltinger Sonnenuhr Riesling SpÃ¤tlese 2015,Germany,Mosel,Markus Molitor,4,275,22.95,2015,White,46.3385258,11.2385953
Clos de la CoulÃ©e de Serrant 2015,France,SavenniÃ¨res-CoulÃ©e-de-Serrant,Nicolas Joly,4.2,275,72.5,2015,White,46.3385258,11.2385953
Alte Reben Riesling 2015,Germany,Mosel,Van Volxem,4,275,20.95,2015,White,49.6427945,6.5787574
Schieferterrassen 2017,Germany,Mosel,Heymann-LÃ¶wenstein,4,275,18.5,2017,White,50.3148115,7.522224
Chardonnay Reserve Collection 2018,South Africa,Stellenbosch,Tokara,4.1,282,25.26,2018,White,47.6742253,-122.3541314
Lusco AlbariÃ±o 2018,Spain,RÃ­as Baixas,Pazos de Lusco,4,282,19.53,2018,White,42.097436,-8.524129
Sauvignon Touraine 2018,France,Touraine,Domaine de la Chaise,4,282,7.4,2018,White,47.3113224,1.1213653
Blas MuÃ±oz Chardonnay 2018,Spain,La Mancha,Munoz,4.2,284,19.01,2018,White,47.3113224,1.1213653
Haus Klosterberg Pinot Blanc 2018,Germany,Mosel,Markus Molitor,4,285,9.65,2018,White,-34.5131355,139.0565116
Corton-Charlemagne Grand Cru 2015,France,Corton-Charlemagne Grand Cru,Louis Latour,4.5,288,116,2015,White,42.4721043,-2.4471302
Bukettraube 2018,South Africa,Citrusdal Mountain,Cederberg,4.1,293,13.27,2018,White,-32.5891202,19.0118251
Sauvignon Blanc 2018,New Zealand,Marlborough,Fernlands,4.1,297,9.2,2018,White,-37.7059272,176.1240559
La Jalousie SavenniÃ¨res 2015,France,SavenniÃ¨res,Domaine du Closel - ChÃ¢teau des Vaults,4.1,301,29.15,2015,White,47.3835131,-0.6552647
Chardonnay 2017,South Africa,Elgin,Paul Cluver,4,302,18.39,2017,White,-34.1687417,19.0855573
White Label Nik Weis Riesling 2018,Germany,Mosel,St. Urbans-Hof,4,304,9.9,2018,White,47.8181073,3.7731026
Pinot Grigio 2019,New Zealand,Marlborough,The Ned,4.2,304,12.95,2019,White,51.5136153,-0.090129
ChÃ¢teau Grenouilles Chablis Grand Cru 2014,France,Chablis Grand Cru,La Chablisienne,4.2,307,63.54,2014,White,38.6045893,-122.8723053
Lugana San Benedetto 2019,Italy,Lugana,Zenato,4.1,307,8.48,2019,White,38.6045893,-122.8723053
Einstern Pinot Blanc 2016,Germany,Mosel,Markus Molitor,4.1,308,14.43,2016,White,38.6045893,-122.8723053
Pouilly-FumÃ© En Travertin 2018,France,Pouilly-FumÃ©,Henri Bourgeois,4,309,18.95,2018,White,46.4048917,16.1538974
Chablis 2018,France,Chablis,Olivier Tricon,4.1,310,14.55,2018,White,47.7817106,3.8012949
Chardonnay Sonoma Coast 2015,United States,Sonoma Coast,Patz & Hall,4,311,52,2015,White,45.0825614,-88.0344085
Baroness Nadine 2017,South Africa,Western Cape,Rupert & Rothschild,4.1,312,30.52,2017,White,45.0825614,-88.0344085
La Trucha AlbariÃ±o 2017,Spain,RÃ­as Baixas,Finca Garabelos,4,314,12.5,2017,White,30.5222208,-97.8189231
Vinho Verde Fonte 2019,Portugal,Vinho Verde,Aveleda,4,315,6.45,2019,White,41.5208316,-8.4671993
Te Koko Sauvignon Blanc 2016,New Zealand,Marlborough,Cloudy Bay,4.2,322,54.69,2016,White,-41.4914286,173.8788862
Marlborough Sauvignon Blanc 2018,New Zealand,Marlborough,Waipara Hills,4,324,13.95,2018,White,-43.0787394,172.749942
Dutton Ranch Chardonnay 2016,United States,Russian River Valley,Patz & Hall,4.1,329,54,2016,White,45.0825614,-88.0344085
Kiedrich GrÃ¤fenberg Riesling Trocken GG 2014,Germany,Rheingau,Robert Weil,4,331,40.4,2014,White,43.3121924,-0.6087399
Chablis (Les Grands Terroirs) 2017,France,Chablis,Samuel Billaud,4,340,24,2017,White,47.8140978,3.799767
Chardonnay Castel del Monte Pietrabianca 2018,Italy,Castel del Monte,Tormaresca,4.1,340,19.29,2018,White,47.8140978,3.799767
Les Princes AbbÃ©s Pinot Blanc Alsace 2016,France,Alsace,Domaines Schlumberger,4,341,8.9,2016,White,47.912089,7.206304
Sauvignon Winkl 2019,Italy,SÃ¼dtirol - Alto Adige,Terlan (Terlano),4.1,344,15.99,2019,White,46.5293309,11.2484293
Douro Redoma Branco 2018,Portugal,Douro,Niepoort,4.1,346,18.7,2018,White,40.9111904,14.8675003
Sauvignon Blanc 2019,Spain,Rueda,JosÃ© Pariente,4.2,347,11.48,2019,White,40.9111904,14.8675003
Benefizio Riserva Pomino Bianco 2017,Italy,Pomino,Castello Pomino,4.1,347,28.27,2017,White,43.817748,11.5481573
Rueda Verdejo 2019,Spain,Rueda,Bodega de Bardos,4,350,6.9,2019,White,42.539426,-2.777571
Castello della Sala Cervaro della Sala 2018,Italy,Umbria,Antinori,4.5,359,58.19,2018,White,38.5111235,-122.4808592
Condrieu La Doriane 2017,France,Condrieu,E. Guigal,4.3,359,84,2017,White,38.5111235,-122.4808592
No. 3 Colombard - Sauvignon 2019,France,CÃ´tes de Gascogne,Uby,4,359,5.99,2019,White,38.5111235,-122.4808592
Sauvignon Blanc Te Muna Road Vineyard 2019,New Zealand,Martinborough,Craggy Range,4.1,361,21.29,2019,White,48.4121206,-114.3370768
Cometa 2018,Italy,Menfi,Planeta,4.2,362,19.99,2018,White,-33.7134203,-70.6164201
Silberlack Riesling Trocken GG 2015,Germany,Rheingau,Schloss Johannisberg,4.2,364,44.8,2015,White,49.9999818,7.9837394
Indian Wells Chardonnay 2017,United States,Columbia Valley,Chateau Ste. Michelle,4,364,20.47,2017,White,47.7299119,-122.1508227
Vintage Tunina 2017,Italy,Venezia Giulia,Jermann,4.2,366,44.52,2017,White,47.7299119,-122.1508227
KikÃ© 2019,Italy,Terre Siciliane,Fina,4.2,369,9.65,2019,White,51.5136153,-0.090129
Lugana Sergio Riserva 2016,Italy,Lugana,Zenato,4.2,383,20.96,2016,White,27.0254869,-108.941309
Ca'Marcanda Vistamare Toscana 2018,Italy,Toscana,Gaja,4.1,384,41.9,2018,White,33.7405484,-84.3463317
Chardonnay 2018,South Africa,Stellenbosch,Meerlust,4.1,384,26.36,2018,White,-34.0170461,18.7571959
Chardonnay 234 2019,Spain,Somontano,Enate,4,386,9.25,2019,White,-34.0170461,18.7571959
Chablis 2018,France,Chablis,Domaine Nathalie et Gilles Fevre,4,386,17.5,2018,White,47.8420294,3.8093055
Pouilly-FumÃ© 2018,France,Pouilly-FumÃ©,ChÃ¢teau de Tracy,4.1,393,22.29,2018,White,47.3207251,2.8928721
Wairau Reserve Sauvignon Blanc 2018,New Zealand,Marlborough,Saint Clair,4.1,400,30.19,2018,White,42.8208653,-82.486024
Sauvignon 2018,Italy,Colli Orientali del Friuli,Livio Felluga,4,402,18.9,2018,White,42.8208653,-82.486024
Chardonnay 2018,South Africa,Hemel-en-Aarde Valley,Hamilton Russell Vineyards,4.2,404,31.9,2018,White,-34.389593,19.2419123
Tenuta Guado al Tasso Vermentino Bolgheri 2019,Italy,Bolgheri,Antinori,4.1,404,17.99,2019,White,-34.0385508,18.4133995
Poggio alle Gazze 2014,Italy,Toscana,Ornellaia,4,407,42.8,2014,White,43.0768533,-70.8001957
Colombard - Sauvignon CÃ´tes de Gascogne 2019,France,CÃ´tes de Gascogne,Horgelus,4.1,408,5.43,2019,White,43.0768533,-70.8001957
Laforet Bourgogne Chardonnay 2018,France,Bourgogne,Joseph Drouhin,4,419,12.19,2018,White,46.1185306,13.531517
Corton-Charlemagne Grand Cru 2008,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.5,421,263.9,2008,White,47.0800263,4.8525648
Wairau Reserve Sauvignon Blanc 2015,New Zealand,Marlborough,Saint Clair,4.1,421,29.05,2015,White,42.8208653,-82.486024
Riesling Grossi LaÃ¼e 2011,France,Alsace,Hugel,4.2,422,58.44,2011,White,42.8208653,-82.486024
Chardonnay Sonoma Coast 2016,United States,Sonoma Coast,Patz & Hall,4.1,422,60.41,2016,White,45.0825614,-88.0344085
Barrel Selection Chardonnay 2018,Argentina,Uco Valley,Salentein,4,425,12.95,2018,White,46.2881958,11.2099521
Godello 2016,Spain,Valdeorras,Avancia,4.2,428,27.4,2016,White,38.3892417,-121.5413971
Louro do Bolo Godello Valdeorras 2018,Spain,Valdeorras,Rafael Palacios,4,433,18.9,2018,White,42.3973871,-7.0921039
Pouilly-FumÃ© En Travertin 2017,France,Pouilly-FumÃ©,Henri Bourgeois,4.1,447,18.95,2017,White,47.7299119,-122.1508227
Mademoiselle de T Pouilly-FumÃ© 2018,France,Pouilly-FumÃ©,ChÃ¢teau de Tracy,4.1,447,18.29,2018,White,47.3207251,2.8928721
Barrel Fermented Chenin Blanc 2017,South Africa,Stellenbosch,Stellenrust,4.1,450,17.99,2017,White,-33.9884584,18.8494246
Coteaux Varois en Provence Blanc 2015,France,Coteaux Varois en Provence,Miraval,4,458,20.5,2015,White,32.5078323,-110.8847434
Sauvignon Blanc 2019,New Zealand,Marlborough,Mount Riley,4.1,467,9.53,2019,White,-41.5268189,174.0052675
Clifford Bay Reserve Sauvignon Blanc 2018,New Zealand,Marlborough,Villa Maria,4.2,470,19.55,2018,White,-33.3583504,18.8741177
Baron de L Pouilly-FumÃ© 2015,France,Pouilly-FumÃ©,de Ladoucette,4.4,479,97.04,2015,White,-33.8956904,18.8925072
Quant Riesling 2018,Germany,Mosel,Carl Loewen,4,489,8.5,2018,White,49.820941,6.8760936
Director's Cut Chardonnay 2016,United States,Russian River Valley,Francis Ford Coppola,4.1,493,27.9,2016,White,47.384657,2.821265
Brolettino Lugana 2018,Italy,Lugana,CÃ  dei Frati,4.1,510,14.52,2018,White,45.4547439,10.6168089
Condrieu La Doriane 2016,France,Condrieu,E. Guigal,4.2,511,82,2016,White,45.4547439,10.6168089
As Sortes Val do Bibei Godello 2015,Spain,Valdeorras,Rafael Palacios,4.2,532,39.95,2015,White,42.3973871,-7.0921039
ChÃ¢teauneuf-du-Pape Les Sinards Blanc 2017,France,ChÃ¢teauneuf-du-Pape,Famille Perrin,4.1,532,30.74,2017,White,42.3973871,-7.0921039
RÃ­as Baixas AlbariÃ±o 2017,Spain,RÃ­as Baixas,Finca Garabelos,4.1,535,16.9,2017,White,-33.8225119,115.0376913
Mannequin 2017,United States,California,Orin Swift,4,540,37.04,2017,White,42.0910533,-8.3202972
Corton-Charlemagne Grand Cru 2009,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.4,541,249.95,2009,White,47.0800263,4.8525648
