Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Type,latitude,longitude
Rioja Gran Reserva 904 2011,Spain,Rioja,La Rioja Alta,4.3,170,44.9,2011,Red,42.5844855,-2.8466665
Luce 2013,Italy,Toscana,Luce della Vite,4.3,1705,92.61,2013,Red,41.6286111,-4.3236111
Rouge 2014,France,Gard,Roc d'Anglade,4.1,171,37.04,2014,Red,43.8035677,4.2589967
Reserve Malbec Mendoza 2018,Argentina,Mendoza,Bodega Piedra Negra,4,171,12.5,2018,Red,-33.6090951,-69.2038698
RunRig 2015,Australia,Barossa Valley,Torbreck,4.4,171,247,2015,Red,-34.4763283,138.9488547
Blecua Somontano 2009,Spain,Somontano,ViÃ±as del Vero,4.4,171,89,2009,Red,-34.4763283,138.9488547
The Short Story Collection The Caracal Red Blend 2017,South Africa,Stellenbosch,Neethlingshof Estate,4.2,171,19.9,2017,Red,-33.9420597,18.801713
160 Anni 2013,Italy,Calabria,Ippolito 1845,4.2,171,26,2013,Red,39.3744076,17.1263984
Teixar 2011,Spain,Montsant,Vinyes Domenech,4.2,171,35,2011,Red,41.0817489,0.806081
ChÃ¢teauneuf-du-Pape 2017,France,ChÃ¢teauneuf-du-Pape,ChÃ¢teau des Fines Roches,4.1,171,25.25,2017,Red,44.050298,4.849011
La Cumbre Syrah 2013,Chile,Aconcagua Valley,Errazuriz,4.1,171,70.72,2013,Red,44.050298,4.849011
M Red 2017,Chile,Colchagua Valley,Montes Alpha,4.4,171,58,2017,Red,44.050298,4.849011
Margaux 2012,France,Margaux,ChÃ¢teau des Graviers,4.1,171,36.3,2012,Red,44.050298,4.849011
Zapallar Coast Pinot Noir 2017,Chile,Aconcagua,Outer Limits,4,171,21.89,2017,Red,-33.8858504,19.0802146
Maronea Bolgheri (Superiore) 2013,Italy,Bolgheri Superiore,Casa di Terra,4.2,171,45,2013,Red,43.2178483,10.5820872
Morellino di Scansano 2016,Italy,Morellino di Scansano,Roccapesta,4,171,22.9,2016,Red,42.656997,11.3882662
Pieve Santa Restituta Rennina Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Gaja,4.5,171,129,2011,Red,33.7405484,-84.3463317
Margaux (Grand Cru ClassÃ©) 2006,France,Margaux,ChÃ¢teau Giscours,4.2,1712,59.95,2006,Red,45.0088738,-0.6455762
Haut-MÃ©doc 2009,France,Haut-MÃ©doc,ChÃ¢teau Sociando-Mallet,4.1,1713,48.69,2009,Red,45.284277,-0.776006
Pauillac (Premier Grand Cru ClassÃ©) 1993,France,Pauillac,ChÃ¢teau Mouton Rothschild,4.5,1717,1051.8,1993,Red,45.284277,-0.776006
Tignanello 2017,Italy,Toscana,Antinori,4.6,172,99.4,2017,Red,45.284277,-0.776006
Salzberg 2011,Austria,Burgenland,Heinrich,4.5,172,79.95,2011,Red,43.1450267,-78.6963314
TalÃ² Primitivo - Merlot 2018,Italy,Tarantino,San Marzano,4,172,7.25,2018,Red,40.7279967,-73.9884379
MÃ©thode Ancienne Cabernet Sauvignon 2008,South Africa,Robertson,Springfield Estate,4.3,172,44.85,2008,Red,43.5570957,5.2603507
Disciples 2017,United States,Napa Valley,The Crane Assembly,4.2,172,53.61,2017,Red,38.4950767,-122.4598636
AssajÃ© 2016,Italy,Isola dei Nuraghi,Capichera,4.1,172,35.97,2016,Red,41.0396864,9.3836958
Rocca Rubia Riserva Carignano del Sulcis 2017,Italy,Carignano del Sulcis,Santadi,4,172,18.94,2017,Red,39.0921807,8.7158107
Reserva Tinto 2014,Spain,Ribera del Duero,Pago de Los Capellanes,4.2,1723,45.9,2014,Red,39.0921807,8.7158107
ChÃ¢teauneuf-du-Pape 2015,France,ChÃ¢teauneuf-du-Pape,ChÃ¢teau La Nerthe,4.1,1724,42.5,2015,Red,44.0513084,4.8575946
Gevrey-Chambertin Vieilles Vignes 2015,France,Gevrey-Chambertin,FrÃ©dÃ©ric Magnien,4,173,46.79,2015,Red,47.195212,4.969758
Pomerol 2008,France,Pomerol,ChÃ¢teau Certan de May,4.3,173,120.56,2008,Red,-33.8785898,18.7874918
Sanct Valentin Cabernet - Merlot Riserva 2013,Italy,SÃ¼dtirol - Alto Adige,St. Michael-Eppan,4,173,27.99,2013,Red,46.4560767,11.2623877
1 Uno Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Masseria La Volpe,4.3,1732,12.06,2018,Red,36.8037599,14.9899141
Pauillac (Grand Cru ClassÃ©) 2010,France,Pauillac,ChÃ¢teau Pontet-Canet,4.6,1732,286.45,2010,Red,45.2089273,-0.7701048
Imperio LXXIV Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Feudo Croce,4.3,174,21.95,2018,Red,40.4804743,17.4084076
Etna Calderara Sottana Rosso 2017,Italy,Etna,Tenuta delle Terre Nere,4.3,174,36.67,2017,Red,37.8857837,15.0183176
Villa Fidelia Rosso 2009,Italy,Umbria,Sportoletti,4,174,19.5,2009,Red,43.0126348,12.6556679
Pomerol 2011,France,Pomerol,ChÃ¢teau La Grave (Trigant de Boisset),4.1,174,39.9,2011,Red,43.2084265,2.4913677
Les Nobles Pierres Pic-Saint-Loup 2015,France,Pic-Saint-Loup,ChÃ¢teau de Lascaux,4,174,18.9,2015,Red,43.8451275,3.9452555
Grand Vin CuvÃ©e 2011,Romania,Murfatlar,Alira,4.1,175,19.9,2011,Red,38.6451248,-121.5117337
Saint-Julien (Grand Cru ClassÃ©) 2012,France,Saint-Julien,ChÃ¢teau Talbot,4.1,1752,67,2012,Red,-33.8698991,18.8857395
PS (Pagos Seleccionados) Ribera del Duero 2014,Spain,Ribera del Duero,Aalto,4.6,1757,189,2014,Red,35.3506405,-118.9184882
Primitivo 2017,Italy,Salento,Cantina Rosa del Golfo,4.1,176,14.94,2017,Red,40.0672291,18.0537746
Roccato 2006,Italy,Toscana,Rocca delle MacÃ¬e,4.3,176,34.59,2006,Red,40.0672291,18.0537746
Domaine Latour Aloxe-Corton 2014,France,Aloxe-Corton,Louis Latour,4.1,176,42.89,2014,Red,41.3847222,1.8066667
Le Dragon de Quintus (Qvintvs) Saint-Ã‰milion Grand Cru 2015,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau Quintus,4.1,176,42.9,2015,Red,44.88465,-0.17288
Bionzo Barbera d'Asti Superiore 2015,Italy,Barbera d'Asti,La Spinetta,4,176,34.02,2015,Red,47.7705832,17.0298638
CalaMuri Primitivo 2016,Italy,Salento,Menhir,4.1,176,14.45,2016,Red,43.1735657,11.9332981
Curriculum Vitae Douro (CV) 2014,Portugal,Douro,Vale D. Maria,4.4,176,69,2014,Red,41.1638705,-7.5115632
Pauillac (Grand Cru ClassÃ©) 2011,France,Pauillac,ChÃ¢teau Pontet-Canet,4.3,1763,121.95,2011,Red,45.2089273,-0.7701048
Ramione Merlot - Nero d'Avola 2016,Italy,Terre Siciliane,Baglio di Pianetto,4,177,13.99,2016,Red,40.4815201,17.5230519
Saint-Ã‰milion Grand Cru (Grand Cru ClassÃ©) 2017,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau Fombrauge,4,177,42.94,2017,Red,44.8969039,-0.1130223
Saint-EstÃ¨phe 2003,France,Saint-EstÃ¨phe,ChÃ¢teau de Pez,4,177,28.22,2003,Red,45.258614,-0.789785
Toscana 2016,Italy,Toscana,Tenuta Castiglioni,4.1,1771,16.97,2016,Red,43.6959589,11.0751167
Oakville Cabernet Sauvignon 2013,United States,Oakville,Robert Mondavi,4.1,1774,49.9,2013,Red,38.4414728,-122.4100923
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Argiano,4.1,1776,33.85,2012,Red,42.9848759,11.4225386
Ribera del Duero 2016,Spain,Ribera del Duero,AliÃ³n,4.5,178,67,2016,Red,-33.8774894,18.9727309
Saint-Ã‰milion Grand Cru 2012,France,Saint-Ã‰milion Grand Cru,Clos Dubreuil,4.1,178,77.01,2012,Red,44.8935814,-0.1216156
Nicasia Vineyard La Consulta Malbec 2014,Argentina,La Consulta,Catena Zapata,4.3,178,101.52,2014,Red,-33.1639562,-68.9195177
3.9 2016,Spain,Pla de Bages,Abadal,4.1,178,17.06,2016,Red,41.8184631,1.9791708
Rouge 2016,France,CÃ´tes de Provence,ChÃ¢teau de Berne,4,178,22.91,2016,Red,43.5149464,6.3657749
Brunello di Montalcino Riserva 2010,Italy,Brunello di Montalcino,Biondi-Santi,4.6,178,542.23,2010,Red,43.5149464,6.3657749
The Chocolate Block 2018,South Africa,Franschhoek,Boekenhoutskloof,4.2,1780,25.75,2018,Red,-33.9425804,19.1080145
La Navilla 2010,Spain,Ribera del Duero,ViÃ±a Pedrosa,4.1,179,34.6,2010,Red,41.7093258,-3.9806185
Brunello di Montalcino 2010,Italy,Brunello di Montalcino,Tassi,4.3,179,44.57,2010,Red,41.7093258,-3.9806185
Roter Mulatschak 2018,Austria,NiederÃ¶sterreich,Meinklang,4,179,10.5,2018,Red,47.6978862,16.9035272
Pauillac (Grand Cru ClassÃ©) 2016,France,Pauillac,ChÃ¢teau Grand-Puy-Lacoste,4.1,179,102.35,2016,Red,48.0889834,7.6292858
Pomerol 2015,France,Pomerol,ChÃ¢teau La Fleur-PÃ©trus,4.5,179,248.95,2015,Red,44.9305863,-0.2001635
Roda I Reserva Rioja 2014,Spain,Rioja,Bodegas Roda,4.2,179,60.19,2014,Red,42.585101,-2.8469189
Rivarossa 2015,Italy,Venezia Giulia,Schiopetto,4,179,62.9,2015,Red,45.9516756,13.5071621
Terra do Zambujeiro 2015,Portugal,Borba,Quinta do Zambujeiro,4.1,179,25.34,2015,Red,38.776669,-7.510657
Barbera d'Alba Conca Tre Pile 2016,Italy,Barbera d'Alba,Aldo Conterno,4.2,179,27.65,2016,Red,38.776669,-7.510657
Priorat GR-174 2018,Spain,Priorat,Casa Gran del Siurana,4,1798,15.01,2018,Red,41.1630784,0.7653533
Rouge 2017,France,HÃ©rault,Mas de Daumas Gassac,4.1,180,33.9,2017,Red,41.1630784,0.7653533
ChÃ¢teauneuf-du-Pape 2016,France,ChÃ¢teauneuf-du-Pape,ChÃ¢teau Mont-Redon,4.2,180,31.1,2016,Red,44.082746,4.811613
Pomerol 2005,France,Pomerol,ChÃ¢teau Rouget,4.3,180,63.95,2005,Red,44.9365792,-0.2008874
Bandol 2015,France,Bandol,La Suffrene,4.1,180,18.9,2015,Red,43.222517,5.776784
Brunello Di Montalcino Riserva 2010,Italy,Brunello di Montalcino,Caparzo,4.3,180,54.22,2010,Red,-25.7792272,28.2441363
Mas La Plana Cabernet Sauvignon 2012,Spain,PenedÃ¨s,Torres,4.2,1801,66.79,2012,Red,-25.7792272,28.2441363
Pieve Santa Restituta Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Gaja,4.4,1804,53.35,2012,Red,33.7405484,-84.3463317
Pinot Noir RÃ©serve 2016,South Africa,Franschhoek,Haute CabriÃ¨re,4.1,181,24.5,2016,Red,-33.91421,19.13565
G.V.B Red 2013,South Africa,Stellenbosch,Vergelegen,4.2,181,46,2013,Red,-34.0772932,18.8917315
Pietro Dal Cero Amarone della Valpolicella 2012,Italy,Amarone della Valpolicella,CÃ  dei Frati,4.4,181,57.9,2012,Red,45.4547439,10.6168089
Ghenos Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Torrevento,4,181,7.9,2017,Red,41.0957318,16.3437338
Il Bosco Amarone Della Valpolicella Classico 2011,Italy,Amarone della Valpolicella Classico,Cesari,4.2,181,44.9,2011,Red,45.5408382,10.9095804
Adrianna Vineyard Mundus Bacillus Terrae Malbec 2013,Argentina,Tupungato,Catena Zapata,4.6,181,273.71,2013,Red,-33.1639562,-68.9195177
Domaine du Clos des Tourelles Gigondas 2015,France,Gigondas,Famille Perrin,4.2,181,46.79,2015,Red,-33.1639562,-68.9195177
Amarone della Valpolicella 2014,Italy,Amarone della Valpolicella,Casa Vinicola Bennati,4.3,181,30.62,2014,Red,45.4764887,11.2019682
Pomerol 2010,France,Pomerol,ChÃ¢teau Certan de May,4.4,181,119,2010,Red,45.4764887,11.2019682
Quimera 2013,Argentina,Mendoza,Achaval-Ferrer,4.2,1817,32.5,2013,Red,-33.0565695,-68.9137383
La Gioia Toscana 2014,Italy,Toscana,Riecine,4.3,182,44.9,2014,Red,43.4749723,11.4418652
Bembibre MencÃ­a 2015,Spain,Bierzo,Dominio de Tares,4,182,31.9,2015,Red,42.6189836,-6.4666235
Domaine Ceptura Rouge 2015,Romania,Dealu Mare,Davino,4,182,26.9,2015,Red,42.6189836,-6.4666235
Pessac-LÃ©ognan (Grand Cru ClassÃ© de Graves) 2012,France,Pessac-LÃ©ognan,ChÃ¢teau La Mission Haut-Brion,4.5,182,258.3,2012,Red,44.815189,-0.6052073
ChÃ¢teauneuf-du-Pape Rouge 2016,France,ChÃ¢teauneuf-du-Pape,ChÃ¢teau de Nalys,4.2,183,66,2016,Red,44.0675327,4.8502867
Kai CarmenÃ¨re 2014,Chile,Aconcagua Valley,Errazuriz,4.4,183,109,2014,Red,44.0675327,4.8502867
Lu Ceppu Riserva Salice Salentino 2015,Italy,Salice Salentino,Masca del Tacco,4,183,15.49,2015,Red,40.4357175,17.7286966
Haiku 2014,Italy,Toscana,Castello di Ama,4.1,183,98.58,2014,Red,43.4413984,11.3902308
Llenca Plana Montsant 2017,Spain,Montsant,Terra de Falanis,4,183,11.5,2017,Red,39.464807,3.135422
Freestone-Occidental Pinot Noir 2017,United States,Sonoma Coast,Occidental,4.3,183,80.24,2017,Red,34.12736,-118.2104777
Tinto 2013,Portugal,Alentejano,Cortes de Cima,4,1835,14.62,2013,Red,34.12736,-118.2104777
TD9 2017,United States,Napa Valley,Shafer,4.1,184,65,2017,Red,43.7030483,7.3107064
Pomerol 2012,France,Pomerol,Clos du Clocher,4,184,68.23,2012,Red,44.9232664,-0.2038718
Merlot 2013,Spain,Somontano,Enate,4,184,35.69,2013,Red,-41.2107754,175.4529392
Saint-Ã‰milion Grand Cru (Grand Cru ClassÃ©) 2005,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau Dassault,4.2,184,69.95,2005,Red,44.908399,-0.1416528
Prima 2015,France,Cadillac - CÃ´tes de Bordeaux,ChÃ¢teau Carignan,4.1,184,27.95,2015,Red,44.8114374,-0.4639222
Crognolo Toscana 2015,Italy,Toscana,Tenuta Sette Ponti,4,1841,18.92,2015,Red,43.5333205,11.7276805
Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Val di Suga,4,1848,34,2013,Red,-26.0807084,-66.0037589
Private Selection Vinhas Velhas Tinto 2015,Portugal,Alentejo,Paulo Laureano,4,185,15.6,2015,Red,38.1760024,-7.8264663
La Gioia Toscana 2012,Italy,Toscana,Riecine,4.3,185,45.9,2012,Red,43.4749723,11.4418652
Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2013,Italy,Amarone della Valpolicella Classico,Zenato,4.5,185,64.03,2013,Red,43.4749723,11.4418652
Saint-Ã‰milion Grand Cru (Grand Cru ClassÃ©) 2001,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau Quinault l'Enclos,4,185,81.9,2001,Red,43.4749723,11.4418652
Indaco 2013,Italy,Toscana,Tenuta dei Sette Cieli,4.2,185,34.89,2013,Red,43.2744645,10.5605031
Roquers de Porrera 2015,Spain,Priorat,L'Encastell,4.2,185,41.71,2015,Red,41.189843,0.856103
Five 2016,South Africa,Constantia,Constantia Glen,4.4,185,28.9,2016,Red,-34.0147081,18.4147309
Vosne-RomanÃ©e 2015,France,Vosne-RomanÃ©e,Joseph Drouhin,4.2,185,85.78,2015,Red,-34.0147081,18.4147309
Librante Primitivo di Manduria 2016,Italy,Primitivo di Manduria,Luca Attanasio,4.3,185,34.12,2016,Red,-34.0147081,18.4147309
12 e Mezzo Negroamaro del Salento 2018,Italy,Salento,Varvaglione,4,185,7.31,2018,Red,-34.0147081,18.4147309
Ca' de' Rocchi Amarone della Valpolicella La Bastia 2016,Italy,Amarone della Valpolicella,Tinazzi,4.3,185,39.95,2016,Red,-34.0147081,18.4147309
Pomerol 2008,France,Pomerol,ChÃ¢teau Gombaude-Guillot,4.1,185,65.23,2008,Red,44.9321864,-0.2041637
Cubardi Primitivo 2017,Italy,Salento,Schola Sarmenti,4.4,185,14.35,2017,Red,40.1797222,18.0391667
Unico 2006,Spain,Ribera del Duero,Vega Sicilia,4.7,1852,329,2006,Red,40.1797222,18.0391667
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Castiglion del Bosco,4.2,1854,33.95,2012,Red,43.0830187,11.4206715
Tenuta Nuova Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Casanova di Neri,4.5,1856,89,2012,Red,43.0830187,11.4206715
The Dead Arm Shiraz 2017,Australia,McLaren Vale,d'Arenberg,4.2,186,105.26,2017,Red,-35.1972164,138.5511368
Cabernet Sauvignon 2017,United States,Napa Valley,Robert Mondavi,4.1,186,32.66,2017,Red,38.4414728,-122.4100923
Arcane V Le Pape 2010,France,ChÃ¢teauneuf-du-Pape,Xavier Vignon,4.4,186,99.95,2010,Red,44.050567,4.8488115
Bayamore Rosso di Rossi 2017,Italy,Sicilia,Firriato,4.1,186,13.99,2017,Red,38.1129343,15.1110949
Saint-Ã‰milion Grand Cru (Premier Grand Cru ClassÃ©) 2013,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau Cheval Blanc,4.5,186,485.45,2013,Red,44.9195013,-0.1896825
Campogiovanni Brunello di Montalcino 2015,Italy,Brunello di Montalcino,San Felice,4.2,186,34.02,2015,Red,45.4710104,9.3068696
Carpe Diem Reserve Pinotage 2017,South Africa,Wellington,Diemersfontein,4.2,186,18.5,2017,Red,-33.6615636,19.0069902
Grand Cru Maipo 2014,Chile,Maipo Valley,Caballo Loco,4.4,1862,27.2,2014,Red,-33.6615636,19.0069902
EsporÃ£o Reserva Tinto 2017,Portugal,Alentejo,EsporÃ£o,4.2,1863,17.5,2017,Red,-33.6615636,19.0069902
Vigna San Francesco Cabernet Sauvignon 2015,Italy,Sicilia,Tasca d'Almerita,4.1,187,31.91,2015,Red,44.7344757,-0.5801781
Pessac-LÃ©ognan 2013,France,Pessac-LÃ©ognan,ChÃ¢teau La Garde,4,187,31.9,2013,Red,44.709132,-0.5395568
Malabrigo Ribera del Duero 2015,Spain,Ribera del Duero,Cepa 21,4.3,187,48.45,2015,Red,41.608006,-3.9957986
CÃ´tes de Bordeaux 2016,France,CÃ´tes de Bordeaux,ChÃ¢teau RÃ©aut,4,187,13.95,2016,Red,44.6794715,-0.3530002
Pauillac (Grand Cru ClassÃ©) 2016,France,Pauillac,ChÃ¢teau Batailley,4.2,187,65,2016,Red,45.1767889,-0.7729531
Barolo 2009,Italy,Barolo,Mauro Molino,4,187,59,2009,Red,44.635845,7.9597546
Veraton Garnacha 2016,Spain,Campo de Borja,Alto Moncayo,4.3,1874,26.31,2016,Red,41.842317,-1.5459435
Rioja Gran Reserva 904 2010,Spain,Rioja,La Rioja Alta,4.4,1877,41.99,2010,Red,42.5844855,-2.8466665
ChÃ¢teau Romassan Rouge 2015,France,Bandol,Domaines Ott,4,188,33.04,2015,Red,41.8184631,1.9791708
Purple Angel 2017,Chile,Colchagua Valley,Montes,4.4,188,55,2017,Red,41.8184631,1.9791708
Pomar do EspÃ­rito Santo Reserva 2016,Portugal,Lisboa,Manz,4.1,188,26.9,2016,Red,41.8184631,1.9791708
Pomerol 2007,France,Pomerol,ChÃ¢teau Certan de May,4.1,188,106.78,2007,Red,45.3305973,-0.8505242
Saint-Ã‰milion Grand Cru (Grand Cru ClassÃ©) 2016,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau FonplÃ©gade,4.3,188,49.5,2016,Red,44.8852473,-0.1657481
Trefilari Primitivo 2018,Italy,Salento,Cantina Sampietrana,4.2,188,9.8,2018,Red,40.4897501,17.9982819
Lagrein Alto Adige Riserva Castel Ringberg 2015,Italy,SÃ¼dtirol - Alto Adige,Elena Walch,4.2,188,34.8,2015,Red,46.3385258,11.2385953
ChÃ¢teauneuf-du-Pape 2017,France,ChÃ¢teauneuf-du-Pape,ChÃ¢teau Sixtine,4.3,188,50.56,2017,Red,44.0599013,4.8376124
Passi di Orma Bolgheri 2017,Italy,Bolgheri,Orma,4.1,189,25.12,2017,Red,-33.8915615,18.8232607
SeÃ±orÃ­o de Otazu 2010,Spain,Otazu,Bodega Otazu,4.1,189,15.59,2010,Red,42.786102,-1.781018
Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Castiglion del Bosco,4.3,189,42.79,2015,Red,43.0830187,11.4206715
Saint-Ã‰milion Grand Cru (Premier Grand Cru ClassÃ©) 2013,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau Troplong Mondot,4.3,189,103.42,2013,Red,44.888576,-0.141231
Saint-Ã‰milion Grand Cru (Grand Cru ClassÃ©) 2005,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau l'Arrosee,4.4,189,79.95,2005,Red,47.2703169,-0.1046324
Pauillac (Grand Cru ClassÃ©) 2013,France,Pauillac,ChÃ¢teau Duhart-Milon,4.1,189,89.9,2013,Red,43.4191818,11.2182407
Margaux (Grand Cru ClassÃ©) 2011,France,Margaux,ChÃ¢teau Giscours,4.2,1896,58,2011,Red,45.0088738,-0.6455762
Bin 128 Shiraz 2017,Australia,Coonawarra,Penfolds,4,190,50.85,2017,Red,41.8295019,-1.6814776
Hermitage 2014,France,Hermitage,E. Guigal,4.1,190,55.37,2014,Red,41.8295019,-1.6814776
Vigne de l'Enfant JÃ©sus Beaune 1er Cru 'Les GrÃ¨ves' 2016,France,Beaune 1er Cru 'Les GrÃ¨ves',Bouchard PÃ¨re & Fils,4.4,190,96.9,2016,Red,47.9032909,16.9007972
Margaux (Grand Cru ClassÃ©) 2015,France,Margaux,ChÃ¢teau Marquis d'Alesme,4,190,56.95,2015,Red,45.0418801,-0.6769426
Gran Dante Malbec 2016,Argentina,Mendoza,Dante Robino,4.1,190,31.57,2016,Red,-33.0530201,-68.8775542
Arcane XV Le Diable 2015,France,Vin de France,Xavier Vignon,4,1900,17.95,2015,Red,44.050567,4.8488115
Phantom 2016,United States,California,Bogle,4,1906,23.09,2016,Red,38.3892417,-121.5413971
Rubicon 2013,South Africa,Stellenbosch,Meerlust,4.2,1908,31.9,2013,Red,-34.0170461,18.7571959
Malbec 2018,South Africa,Stellenbosch,Neethlingshof Estate,4.1,191,11.5,2018,Red,-33.9420597,18.801713
Hommage Ã  Jacques Perrin ChÃ¢teauneuf-du-Pape 2014,France,ChÃ¢teauneuf-du-Pape,ChÃ¢teau de Beaucastel,4.5,191,320.71,2014,Red,44.104852,4.8521481
Saint-Julien (Grand Cru ClassÃ©) 2016,France,Saint-Julien,ChÃ¢teau Gruaud Larose,4.2,191,118.99,2016,Red,45.1445052,-0.7509221
Terroir du Trias Bandol Rouge 2011,France,Bandol,Domaine de Terrebrune,4,191,48.9,2011,Red,43.1358867,5.8316751
Cotis Primitivo di Manduria 2016,Italy,Primitivo di Manduria,Pietra Pura,4.3,191,19.4,2016,Red,41.591379,12.834498
Il Bosco Syrah 2013,Italy,Cortona,Tenimenti dâ€™Alessandro,4.1,191,29.05,2013,Red,43.2346291,11.9137525
Costasera Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Masi,4.3,1915,38.69,2015,Red,44.7971592,8.3394022
Director's Cut Cabernet Sauvignon 2016,United States,Alexander Valley,Francis Ford Coppola,4,1918,29.9,2016,Red,44.7971592,8.3394022
ChÃ¢teau Corton Grancey Grand Cru 2010,France,Corton Grand Cru,Louis Latour,4.3,192,91.2,2010,Red,42.4959091,-2.4410737
Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Capanna,4.1,192,42.9,2014,Red,44.5959266,7.9827665
Terroir Languedoc (Syrah - Grenache) 2017,France,Languedoc,GÃ©rard Bertrand,4,1921,10.42,2017,Red,44.5959266,7.9827665
Pinot Noir 2014,United States,Dundee Hills,Domaine Drouhin,4.1,1921,46.79,2014,Red,45.2655399,-123.0556336
Red 2013,Chile,Maipo Valley,ViÃ±edo Chadwick,4.6,193,193.01,2013,Red,-33.6050368,-70.6269048
Saint-EstÃ¨phe (Grand Cru ClassÃ©) 2015,France,Saint-EstÃ¨phe,ChÃ¢teau Montrose,4.3,193,167.95,2015,Red,45.2463525,-0.7533456
ChÃ¢teauneuf-du-Pape Vieilles Vignes 2016,France,ChÃ¢teauneuf-du-Pape,Domaine de la Janasse,4.2,193,84,2016,Red,45.2463525,-0.7533456
Villa Barbi Umbria Rosso 2016,Italy,Umbria,Decugnano dei Barbi,4,193,8.95,2016,Red,42.7299142,12.2039264
Pauillac (Grand Cru ClassÃ©) 2015,France,Pauillac,ChÃ¢teau Duhart-Milon,4.1,193,117.76,2015,Red,42.7299142,12.2039264
Syrah Pago GarduÃ±a 2015,Spain,Castilla y LeÃ³n,Abadia Retuerta,4.2,193,87.37,2015,Red,41.6161181,-4.4108988
The Brew Master 2016,South Africa,Coastal Region,Nederburg,4,193,17.16,2016,Red,41.0746186,0.4297315
Margaux (Grand Cru ClassÃ©) 2016,France,Margaux,ChÃ¢teau d'Issan,4.2,193,107.79,2016,Red,45.0375282,-0.6566047
Selvarossa Riserva 2012,Italy,Salice Salentino,Cantine due Palme,4.1,1937,35,2012,Red,45.663292,-0.104503
Redmont 2016,Austria,Carnuntum,Markowitsch,4,194,18.9,2016,Red,48.0554417,16.738552
Saint-Ã‰milion Grand Cru (Grand Cru ClassÃ©) 2009,France,Saint-Ã‰milion Grand Cru,ChÃ¢teau Bellevue,4.2,194,82.6,2009,Red,48.0554417,16.738552
Syrah 2017,Italy,delle Venezie,Paladin,4,194,7.63,2017,Red,-35.1972164,138.5511368
MÃ©thode Ancienne Cabernet Sauvignon 2009,South Africa,Robertson,Springfield Estate,4.4,194,32,2009,Red,-35.1972164,138.5511368
Cinquanta Collezione N.V.,Italy,Vino d'Italia,San Marzano,4.3,19454,16.38,N.V.,Red,40.7279967,-73.9884379
Grand Cru LimarÃ­ 2014,Chile,LimarÃ­ Valley,Caballo Loco,4.4,1947,27.2,2014,Red,40.7279967,-73.9884379
Pinot Noir 2017,United States,California,Meiomi,4.1,19489,26.55,2017,Red,40.7279967,-73.9884379
Prestige Rouge 2018,France,CÃ´tes de Provence,Minuty,4.1,195,18.84,2018,Red,-33.9899726,18.8679114
Echo de Lynch-Bages Pauillac 2016,France,Pauillac,ChÃ¢teau Lynch-Bages,4.1,195,72.4,2016,Red,45.1911565,-0.7547507
Meruge Tinto 2016,Portugal,Douro,Lavradores de Feitoria,4.2,195,23.4,2016,Red,41.2573915,-7.5805067
Pin 2009,Italy,Monferrato,La Spinetta,4.1,195,108.33,2009,Red,41.2573915,-7.5805067
Appassimento Rosso 2017,Italy,Puglia,Passo Grande,4,195,7.28,2017,Red,41.2573915,-7.5805067
Riserva 2017,Italy,Brindisi,Doppio Passo,4.1,196,9.98,2017,Red,43.3928865,11.3703473
Vigne Vecchie Primitivo di Manduria 2016,Italy,Primitivo di Manduria,Vigneti del Salento,4.4,196,18.4,2016,Red,41.0957318,16.3437338
Tapada de Villar Reserva 2014,Portugal,Alentejo,Herdade Penedo Gordo,4.2,196,18.94,2014,Red,38.8791217,-7.4465311
Veneto Alzero Cabernet 2005,Italy,Veneto,Quintarelli Giuseppe,4.7,196,383.15,2005,Red,45.5209039,10.9478773
De Bvris Amarone della Valpolicella Classico Riserva 2008,Italy,Amarone della Valpolicella Classico,Tommasi,4.6,196,249,2008,Red,45.5209039,10.9478773
Clos Abella SelecciÃ³n Especial 2013,Spain,Priorat,Marco Abella,4.2,196,50.09,2013,Red,41.195322,0.8586516
Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Villa Girardi,4.3,196,33.81,2015,Red,45.5278096,10.8829547
