name,winery,country,latitude,longitude
2295,Tement,Austria,46.6861778,15.6125406
2296,Palacio de Bornos,Spain,41.4047871,-4.959503499999999
2297,Gallina de Piel,Spain,41.4047871,-4.959503499999999
2298,Mulderbosch,South Africa,-33.9484965,18.7667762
2299,Borgo Molino,Italy,-33.9484965,18.7667762
2300,Andrian,Italy,46.518955,11.2336867
2301,Nals Margreid,Italy,46.5388341,11.2039337
2302,Creation,South Africa,46.5388341,11.2039337
2303,De Wetshof,South Africa,-33.8772333,20.0098585
2304,Emile Beyer,France,48.04278650000001,7.3068295
2305,Mukhrani,Georgia,41.9349353,44.5655726
2306,Rafael Palacios,Spain,42.3973871,-7.0921039
2307,Peter Lauer,Germany,49.6289469,6.5532144
2308,Domäne Wachau,Austria,48.3920656,15.5273111
2309,Château Rieussec,France,44.53901159999999,-0.3117292
2310,Miguel Torres,Chile,44.53901159999999,-0.3117292
2311,Schäfer-Fröhlich,Germany,49.8376011,7.680954599999999
2312,d'Arenberg,Australia,-35.19721639999999,138.5511368
2313,Colterenzio (Schreckbichl),Italy,-35.19721639999999,138.5511368
2314,Abadal,Spain,41.8184631,1.9791708
2315,Gut Hermannsberg,Germany,49.7961111,7.758333299999999
2316,Lavradores de Feitoria,Portugal,41.2573915,-7.5805067
2317,Avondale,South Africa,33.4355977,-112.3496021
2318,Stina,Croatia,39.92521259999999,-75.17472470000001
2319,Henri Bourgeois,France,39.92521259999999,-75.17472470000001
2320,Markus Molitor,Germany,39.92521259999999,-75.17472470000001
2321,Domaine des Malandes,France,47.815142,3.7902576
2322,Kracher,Austria,47.815142,3.7902576
2323,de Ladoucette,France,47.815142,3.7902576
2324,Salwey,Germany,48.0889834,7.6292858
2325,Cavalchina,Italy,48.0889834,7.6292858
2326,Castelfeder,Italy,48.0889834,7.6292858
2327,Catena Zapata,Argentina,-33.1639562,-68.9195177
2328,Andeluna,Argentina,-33.455505,-69.21215
2329,Lenotti,Italy,45.5441949,10.7248046
2330,Philippe Chavy,France,46.9431664,4.7580572
2331,Delaire Graff,South Africa,-33.9202951,18.9218332
2332,Hess Select,United States,-33.9202951,18.9218332
2333,Wittmann,Germany,41.8483505,-73.07505789999999
2334,Neiss,Germany,41.8483505,-73.07505789999999
2335,Michel Torino,Argentina,41.8483505,-73.07505789999999
2336,La Bastide Blanche,France,43.2221629,5.7545918
2337,Salvador,Portugal,13.794185,-88.89653
2338,Leitz,Germany,13.794185,-88.89653
2339,Monchiero Carbone,Italy,44.796416,7.987736000000001
2340,Torresella,Italy,44.796416,7.987736000000001
2341,Trimbach,France,48.1944177,7.3254174
2342,Beringer,United States,38.5111235,-122.4808592
2343,Wittmann,Germany,41.8483505,-73.07505789999999
2344,Château Malartic-Lagravière,France,44.725154,-0.5990901
2345,Reinhard Knebel,Germany,44.725154,-0.5990901
2346,Terres Dorées,France,43.7030483,7.3107064
2347,Paul Cluver,South Africa,-34.1687417,19.0855573
2348,Taylors / Wakefield,Australia,-34.1687417,19.0855573
2349,St. Urbans-Hof,Germany,-34.1687417,19.0855573
2350,Stemmari,Italy,-34.1687417,19.0855573
2351,Château l'Hospitalet,France,43.1674792,3.1138631
2352,Wittmann,Germany,41.8483505,-73.07505789999999
2353,Huerta de Albala,Spain,36.7804721,-5.7041413
2354,Joh. Jos. Prüm,Germany,36.7804721,-5.7041413
2355,Schneider,Germany,36.7804721,-5.7041413
2356,Louis Michel & Fils,France,36.7804721,-5.7041413
2357,Vitis Metamorfosis,Romania,45.02196,26.391651
2358,Glen Carlou,South Africa,-33.8117628,18.9032982
2359,Von Winning,Germany,49.4106226,8.1863799
2360,Domaine des Marronniers,France,47.7569327,3.7554269
2361,Farnese,Italy,47.7569327,3.7554269
2362,Schäfer-Fröhlich,Germany,49.8376011,7.680954599999999
2363,Carl Loewen,Germany,49.820941,6.8760936
2364,Dr. Von Bassermann-Jordan,Germany,49.4081542,8.1857663
2365,Kleine Zalze,South Africa,49.4081542,8.1857663
2366,Panizzi,Italy,49.4081542,8.1857663
2367,Neethlingshof Estate,South Africa,-33.9420597,18.801713
2368,Vergelegen,South Africa,-34.0772932,18.8917315
2369,Paul Mas,France,-34.0772932,18.8917315
2370,Nederburg,South Africa,-34.0772932,18.8917315
2371,Domaine Masson-Blondelet,France,47.2852122,2.9544066
2372,Joseph Drouhin,France,47.2852122,2.9544066
2373,Grosset,Australia,47.2852122,2.9544066
2374,Von Winning,Germany,49.4106226,8.1863799
2375,Alois Lageder,Italy,46.2881958,11.2099521
2376,Valdivieso,Chile,46.2881958,11.2099521
2377,Klein Constantia,South Africa,-34.0385508,18.4133995
2378,Gerard Tremblay,France,47.8233478,3.7740816
2379,Elvio Cogno,Italy,44.594701,7.9381747
2380,Velenosi,Italy,44.594701,7.9381747
2381,Bernard Defaix,France,47.8181073,3.773102599999999
2382,Redwood Creek,United States,41.2923449,-124.0920167
2383,Schneider,Germany,41.2923449,-124.0920167
2384,Torres,Spain,41.2923449,-124.0920167
2385,Elephant Hill,New Zealand,34.0965322,-118.1751669
2386,Weingut Bründlmayer,Austria,48.4738838,15.6650811
2387,Araldica,Italy,48.4738838,15.6650811
2388,Brancott Estate,New Zealand,48.4738838,15.6650811
2389,Manincor,Italy,46.3914762,11.2551839
2390,Cantina Bolzano / Kellerei Bozen,Italy,46.5017481,11.3120923
2391,Hannes Reeh,Austria,47.7740948,17.0430434
2392,Warwick,South Africa,47.7740948,17.0430434
2393,Kettmeir,Italy,46.41677,11.25086
2394,Masi,Italy,46.41677,11.25086
2395,Weingut R&A Pfaffl,Austria,46.41677,11.25086
2396,Joh. Jos. Prüm,Germany,46.41677,11.25086
2397,Bernhard Ott,Austria,48.4425835,15.7890148
2398,Muratie,South Africa,-33.8704712,18.8759232
2399,Emrich-Schönleber,Germany,-33.8704712,18.8759232
2400,G.D. Vajra,Italy,-33.8704712,18.8759232
2401,Prà,Italy,41.4662849,12.9022116
2402,Villa Maria,New Zealand,41.4662849,12.9022116
2403,Peter Lehmann,Australia,-34.5062769,138.967706
2404,Holden Manz,South Africa,-33.935225,19.115128
2405,Torres,Spain,-33.935225,19.115128
2406,Braida,Italy,-33.935225,19.115128
2407,Tasca d'Almerita,Italy,-33.935225,19.115128
2408,Van Volxem,Germany,49.6427945,6.5787574
2409,Tablas Creek Vineyard,United States,35.6364063,-120.8597344
2410,Domäne Wachau,Austria,48.3920656,15.5273111
2411,Les Héritiers du Comte Lafon,France,46.3500686,4.6962686
2412,Scanavino,Italy,46.3500686,4.6962686
2413,Glenelly,South Africa,-33.92085,18.87868
2414,Tenuta Margon,Italy,40.7579064,-73.9839619
2415,Bouchard Finlayson,South Africa,-34.381722,19.241867
2416,Errazuriz,Chile,-34.381722,19.241867
2417,Bogle,United States,38.3892417,-121.5413971
2418,Costaripa,Italy,45.5304523,10.5328175
2419,Antonelli San Marco,Italy,42.89300799999999,12.600832
2420,Terroir Al Límit Soc. Lda,Spain,41.2122716,0.811823
2421,Casa de Santar,Portugal,41.2122716,0.811823
2422,Tement,Austria,46.6861778,15.6125406
2423,Osborne,Spain,46.6861778,15.6125406
2424,Franz Haas,Italy,46.3220608,11.2880419
2425,Chanson,France,46.3220608,11.2880419
2426,Mukhrani,Georgia,41.9349353,44.5655726
2427,Weingut Bründlmayer,Austria,48.4738838,15.6650811
2428,Stagård,Austria,48.4738838,15.6650811
2429,Neethlingshof Estate,South Africa,-33.9420597,18.801713
2430,Quinta do Ortigao,Portugal,40.4371517,-8.4429167
2431,Gaja,Italy,33.7405484,-84.3463317
2432,Bestheim,France,33.7405484,-84.3463317
2433,Von Winning,Germany,49.4106226,8.1863799
2434,Errazuriz,Chile,49.4106226,8.1863799
2435,Viña Maipo,Chile,-33.4177536,-70.60170280000001
2436,Joseph Drouhin,France,-33.4177536,-70.60170280000001
2437,Villa Huesgen,Germany,49.9516137,7.1238136
2438,Malavasi,Italy,49.9516137,7.1238136
2439,Peter Jakob Kühn,Germany,50.01094000000001,8.02121
2440,Nativ,Italy,50.01094000000001,8.02121
2441,Colterenzio (Schreckbichl),Italy,50.01094000000001,8.02121
2442,Philibert du Charme,France,50.01094000000001,8.02121
2443,Pittnauer,Austria,47.90329089999999,16.9007972
2444,Domaine du Clos des Fées,France,42.8498513,2.7767185
2445,Weingut Knoll,Austria,48.3883514,15.5422425
2446,Prager,Austria,48.3883514,15.5422425
2447,Georg Breuer,Germany,48.3883514,15.5422425
2448,Knipser,Germany,48.3883514,15.5422425
2449,Perdeberg,South Africa,-33.6581317,18.8263459
2450,Bibi Graetz,Italy,43.8065648,11.2926592
2451,Terlan (Terlano),Italy,46.5293309,11.2484293
2452,Markus Molitor,Germany,46.5293309,11.2484293
2453,Robert Weil,Germany,46.5293309,11.2484293
2454,Viña Maipo,Chile,-33.4177536,-70.60170280000001
2455,Emrich-Schönleber,Germany,-33.4177536,-70.60170280000001
2456,Baglio di Pianetto,Italy,-33.4177536,-70.60170280000001
2457,Paul Mas,France,-33.4177536,-70.60170280000001
2458,Mulderbosch,South Africa,-33.9484965,18.7667762
2459,Knipser,Germany,-33.9484965,18.7667762
2460,Tenute Orestiadi,Italy,37.8082688,12.8800935
2461,Zenato,Italy,37.8082688,12.8800935
2462,Oxford Landing,Australia,37.8082688,12.8800935
2463,Domaine de l'Horizon,France,42.7490171,2.6777274
2464,Torres,Spain,42.7490171,2.6777274
2465,Oude Kaap,South Africa,42.7490171,2.6777274
2466,Masciarelli,Italy,42.7490171,2.6777274
2467,Schloss Lieser,Germany,49.9172879,7.0195801
2468,Baglio di Pianetto,Italy,49.9172879,7.0195801
2469,MAN,South Africa,49.9172879,7.0195801
2470,Firriato,Italy,38.1129343,15.1110949
2471,Avignonesi,Italy,43.1735657,11.9332981
2472,Alois Lageder,Italy,46.2881958,11.2099521
2473,Egon Müller - Scharzhof,Germany,46.2881958,11.2099521
2474,Velenosi,Italy,46.2881958,11.2099521
2475,Cleebourg,France,49.003241,7.891658
2476,Emrich-Schönleber,Germany,49.003241,7.891658
2477,Von Winning,Germany,49.4106226,8.1863799
2478,Colterenzio (Schreckbichl),Italy,49.4106226,8.1863799
2479,Wohlmuth,Austria,46.7599606,15.4457324
2480,Francis Ford Coppola,United States,46.7599606,15.4457324
2481,Niepoort,Portugal,46.7599606,15.4457324
2482,Argiolas,Italy,46.7599606,15.4457324
2483,De Wetshof,South Africa,-33.8772333,20.0098585
2484,Les Héritiers du Comte Lafon,France,46.3500686,4.6962686
2485,Churchill's,Portugal,47.6552194,-117.4232528
2486,Keller,Germany,32.9341893,-97.229298
2487,Ernie Els,South Africa,32.9341893,-97.229298
2488,Caliterra,Chile,30.1717586,-98.0865122
2489,Markus Molitor,Germany,30.1717586,-98.0865122
2490,Foradori,Italy,46.2155358,11.0931067
2491,Tasca d'Almerita,Italy,46.2155358,11.0931067
2492,Golden Kaan,South Africa,46.2155358,11.0931067
2493,Clos Henri Vineyard,New Zealand,-41.521168,173.7598224
2494,Emrich-Schönleber,Germany,-41.521168,173.7598224
2495,Hacienda López de Haro,Spain,42.5518386,-2.7583949
2496,Penfolds,Australia,42.5518386,-2.7583949
2497,Domäne Wachau,Austria,48.3920656,15.5273111
2498,Château de la Greffière,France,46.3559522,4.7291622
2499,Zonnebloem,South Africa,46.3559522,4.7291622
2500,Pascal Jolivet,France,46.3559522,4.7291622
2501,Leopard’s Leap,South Africa,-33.8858504,19.0802146
2502,Argiolas,Italy,-33.8858504,19.0802146
2503,De Wetshof,South Africa,-33.8772333,20.0098585
2504,Nederburg,South Africa,-33.8772333,20.0098585
2505,Oude Kaap,South Africa,-33.8772333,20.0098585
2506,Bestheim,France,-33.8772333,20.0098585
2507,Ricasoli,Italy,-33.8772333,20.0098585
2508,Lourensford,South Africa,-34.0679514,18.895236
2509,Domaine des Genèves,France,47.8156346,3.8561276
2510,Domaines Schlumberger,France,47.91208899999999,7.206303999999999
2511,Knewitz,Germany,49.92575,8.04167
2512,Künstler,Germany,49.92575,8.04167
2513,Costa Azul,Spain,-36.6715028,-56.680823
2514,Wagner-Stempel,Germany,49.79729,7.95609
2515,Leopard’s Leap,South Africa,-33.8858504,19.0802146
2516,Schneider,Germany,-33.8858504,19.0802146
2517,Torre Rosazza,Italy,46.021063,13.412903
2518,Sella & Mosca,Italy,46.021063,13.412903
2519,Moric,Hungary,43.1414951,-75.5604132
2520,Enderle & Moll,Germany,43.1414951,-75.5604132
2521,Laroche,France,43.1414951,-75.5604132
2522,Emiliana,Chile,43.1414951,-75.5604132
2523,Bodegas Valdemar,Spain,42.4988843,-2.4393149
2524,Schäfer-Fröhlich,Germany,49.8376011,7.680954599999999
2525,F.X. Pichler,Austria,48.38777570000001,15.530616
2526,Weinhofmeisterei Mathias Hirtzberger,Austria,48.3825602,15.4563845
2527,Franz Haas,Italy,46.3220608,11.2880419
2528,Castello Montaùto,Italy,43.72039280000001,11.2770683
2529,Azamor,Portugal,33.286667,-8.347178099999999
2530,Oliver Zeter,Germany,49.37067889999999,8.1433803
2531,Wittmann,Germany,41.8483505,-73.07505789999999
2532,Château de la Crée,France,46.9147949,4.6868397
2533,Jurtschitsch,Austria,48.471992,15.672196
2534,Manincor,Italy,46.3914762,11.2551839
2535,MacMurray,United States,42.3598075,-71.0602584
2536,Scheiblhofer,Austria,42.3598075,-71.0602584
2537,Livio Felluga,Italy,42.3598075,-71.0602584
2538,Frontera,Chile,42.3598075,-71.0602584
2539,Alphonse Mellot,France,47.3322807,2.8405664
2540,Corte Giara,Italy,45.5403587,10.883506
2541,Wittmann,Germany,41.8483505,-73.07505789999999
2542,Johannishof,Germany,49.9994836,7.9776841
2543,Francois Villard,France,45.443575,4.7346721
2544,Nals Margreid,Italy,46.5388341,11.2039337
2545,Ceretto,Italy,44.6722487,7.996287499999999
2546,Domaines Schlumberger,France,47.91208899999999,7.206303999999999
2547,Mesa,Italy,33.4151843,-111.8314724
2548,Hirsch,Austria,33.4151843,-111.8314724
2549,Bodega Contador (Benjamín Romeo),Spain,42.562611,-2.751699
2550,Karl Erbes,Germany,49.9860663,7.007089799999999
2551,Zeni,Italy,49.9860663,7.007089799999999
2552,Muga,Spain,49.9860663,7.007089799999999
2553,Picollo Ernesto,Italy,44.7059217,8.7647763
2554,Terenzi,Italy,44.7059217,8.7647763
2555,Sella & Mosca,Italy,44.7059217,8.7647763
2556,Schloss Vollrads,Germany,50.0138224,7.9950867
2557,Richland,Australia,46.28042000000001,-119.2751996
2558,Arrogant Frog,France,41.9250953,-87.6630219
2559,Wittmann,Germany,41.8483505,-73.07505789999999
2560,Gut Hermannsberg,Germany,49.7961111,7.758333299999999
2561,Monte Blanco,Spain,45.8326223,6.8651749
2562,Cantina Kaltern,Italy,46.4208679,11.2520982
2563,St. Urbans-Hof,Germany,46.4208679,11.2520982
2564,Nikolaihof,Austria,48.3944597,15.5778105
2565,Weingüter Wegeler,Germany,48.3944597,15.5778105
2566,De Wetshof,South Africa,-33.8772333,20.0098585
2567,Astoria,Italy,40.7643574,-73.92346189999999
2568,Roodeberg,South Africa,40.7643574,-73.92346189999999
2569,Monte da Ravasqueira,Portugal,38.7465708,-8.0078295
2570,Ropiteau Freres,France,46.981282,4.7675699
2571,Yarden,Israel,46.981282,4.7675699
2572,Segura Viudas,Spain,46.981282,4.7675699
2573,Wieninger,Austria,46.981282,4.7675699
2574,Luis Cañas,Spain,46.981282,4.7675699
2575,Lis Neris,Italy,45.9293858,13.5271326
2576,Warwick,South Africa,45.9293858,13.5271326
2577,Epicuro,Italy,45.9293858,13.5271326
2578,Winzer Krems,Austria,48.4203152,15.6181224
2579,Dr. Bürklin-Wolf,Germany,48.4203152,15.6181224
2580,Von Winning,Germany,49.4106226,8.1863799
2581,Waterford Estate,South Africa,-33.9899726,18.8679114
2582,Henri Bourgeois,France,-33.9899726,18.8679114
2583,Domaine Pierre Prieur & Fils,France,47.3475257,2.8078958
2584,Ottin - Viticulteur Encaveur,Italy,45.7575059,7.324926799999999
2585,Neleman,Spain,45.7575059,7.324926799999999
2586,Bodegas Copaboca,Spain,41.518259,-4.942377
2587,Fontanafredda,Italy,45.9747129,12.56818
2588,Wieninger,Austria,45.9747129,12.56818
2589,Bodegas Valdemar,Spain,42.4988843,-2.4393149
2590,EGO,Spain,42.4988843,-2.4393149
2591,Taylors / Wakefield,Australia,42.4988843,-2.4393149
2592,Markus Molitor,Germany,42.4988843,-2.4393149
2593,Quinta da Espiga,Portugal,42.4988843,-2.4393149
2594,Pascal Bouchard,France,47.8162049,3.7833953
2595,Casas del Bosque,Chile,-33.3174912,-71.4349889
2596,Paul Mas,France,-33.3174912,-71.4349889
2597,Spier,South Africa,-33.3174912,-71.4349889
2598,Von Winning,Germany,49.4106226,8.1863799
2599,Terre del Marchesato,Italy,43.214838,10.581393
2600,Abadia Retuerta,Spain,41.6161181,-4.4108988
2601,Peter Zemmer,Italy,46.2678292,11.2244039
2602,Bergsig Estate,South Africa,-33.5190571,19.1927729
2603,Lavradores de Feitoria,Portugal,41.2573915,-7.5805067
2604,Joseph Drouhin,France,41.2573915,-7.5805067
2605,Leopard’s Leap,South Africa,-33.8858504,19.0802146
2606,Gallo Family Vineyards,United States,-33.8858504,19.0802146
2607,Robert Weil,Germany,-33.8858504,19.0802146
2608,Labouré-Roi,France,47.124868,4.965228
2609,Gaja,Italy,33.7405484,-84.3463317
2610,Antinori,Italy,33.7405484,-84.3463317
2611,Gamla,Israel,33.7405484,-84.3463317
2612,Les Héritiers du Comte Lafon,France,46.3500686,4.6962686
2613,di Lenardo,Italy,45.8997375,13.2750013
2614,Lungarotti,Italy,43.0298886,12.4289901
2615,Domäne Wachau,Austria,48.3920656,15.5273111
2616,Panizzi,Italy,48.3920656,15.5273111
2617,Heinrich Vollmer,Germany,49.4587697,8.2534669
2618,Livio Felluga,Italy,49.4587697,8.2534669
2619,Dr. Loosen,Germany,49.4587697,8.2534669
2620,Schäfer-Fröhlich,Germany,49.8376011,7.680954599999999
2621,Fleur du Cap,South Africa,49.8376011,7.680954599999999
2622,Costaripa,Italy,45.5304523,10.5328175
2623,Tenuta Margon,Italy,40.7579064,-73.9839619
2624,Waterford Estate,South Africa,-33.9899726,18.8679114
2625,Jean-Marc Brocard,France,-33.9899726,18.8679114
2626,Faiveley,France,-33.9899726,18.8679114
2627,Schiopetto,Italy,45.95167559999999,13.5071621
2628,Cusumano,Italy,41.3679869,-75.7375741
2629,Wagner-Stempel,Germany,49.79729,7.95609
2630,Schneider,Germany,49.79729,7.95609
2631,Domaine de Beaurenard,France,44.05362090000001,4.834506
2632,Boekenhoutskloof,South Africa,-33.9425804,19.1080145
2633,Feudo Arancio,Italy,37.6528056,13.0170393
2634,Round Pond Estate,United States,38.4638397,-122.4027435
2635,Heinrich,Austria,43.1450267,-78.69633139999999
2636,Von Winning,Germany,49.4106226,8.1863799
2637,Colterenzio (Schreckbichl),Italy,49.4106226,8.1863799
2638,Feudo Arancio,Italy,37.6528056,13.0170393
2639,Château de Sancerre,France,47.3314256,2.8410719
2640,Babich,New Zealand,47.3314256,2.8410719
2641,Cà Maiol,Italy,45.4473957,10.5949603
2642,Mastroberardino,Italy,45.4473957,10.5949603
2643,Marqués de Cáceres,Spain,45.4473957,10.5949603
2644,Thörle,Germany,49.8824203,8.1387448
2645,The Kings Series,New Zealand,49.8824203,8.1387448
2646,Stimson Estate Cellars,United States,49.8824203,8.1387448
2647,Fritz Haag,Germany,49.8824203,8.1387448
2648,La Boscana,Spain,41.6619115,0.8080065
2649,Cabriz,Portugal,41.6619115,0.8080065
2650,Talamonti,Italy,42.4094369,13.9703608
2651,Quintodecimo,Italy,41.0464793,14.9904445
2652,La Tunella,Italy,46.040687,13.4374668
2653,Domaines Ott,France,46.040687,13.4374668
2654,Hugel,France,46.040687,13.4374668
2655,Olivier Leflaive,France,46.040687,13.4374668
2656,Salentein,Argentina,46.040687,13.4374668
2657,Cabriz,Portugal,46.040687,13.4374668
2658,Tenuta Gorghi Tondi,Italy,37.6037717,12.6520557
2659,Alta Alella,Spain,41.4869959,2.2874842
2660,Durbanville Hills,South Africa,-33.8249281,18.5658089
2661,Milan Nestarec,Czech Republic,48.8412058,16.9070587
2662,Domaine Chatelain,France,47.3074056,2.948854
2663,Thelema,South Africa,47.3074056,2.948854
2664,Stina,Croatia,39.92521259999999,-75.17472470000001
2665,Quinta da Lixa,Portugal,41.3271105,-8.150677
2666,Casa de Vila Nova,Portugal,41.23395010000001,-8.194816099999999
2667,Quinta de Azevedo,Portugal,41.23395010000001,-8.194816099999999
2668,La Picossa,Spain,41.1094392,0.5763988
2669,Bolla,Italy,41.1094392,0.5763988
2670,Errazuriz,Chile,41.1094392,0.5763988
2671,Kracher,Austria,41.1094392,0.5763988
2672,Rustenberg,South Africa,-33.8956904,18.8925072
2673,Castello Monaci,Italy,40.3886681,17.8795064
2674,Anselmi,Italy,42.6128388,-83.3110438
2675,Elena Walch,Italy,46.3385258,11.2385953
2676,Herdade dos Grous,Portugal,37.879033,-7.941006
2677,Van Volxem,Germany,49.6427945,6.5787574
2678,Clos Henri Vineyard,New Zealand,-41.521168,173.7598224
2679,Diemersdal,South Africa,-33.802626,18.64632
2680,M. Chapoutier,France,-33.802626,18.64632
2681,Baron de Ley,Spain,-33.802626,18.64632
2682,Peter Jakob Kühn,Germany,50.01094000000001,8.02121
2683,Peter Jakob Kühn,Germany,50.01094000000001,8.02121
2684,Peter Jakob Kühn,Germany,50.01094000000001,8.02121
2685,Spier,South Africa,50.01094000000001,8.02121
2686,Knewitz,Germany,49.92575,8.04167
2687,Feudi di San Gregorio,Italy,40.9111904,14.8675003
2688,Petro Vaselo,Romania,45.8160446,21.5811852
2689,Faiveley,France,45.8160446,21.5811852
2690,François Lurton,France,44.8809885,-0.332096
2691,Domaine du Closel - Château des Vaults,France,47.38351309999999,-0.6552646999999999
2692,Librandi,Italy,47.38351309999999,-0.6552646999999999
2693,Battenfeld Spanier,Germany,49.93124,8.3066
2694,Mandrarossa,Italy,49.93124,8.3066
2695,Jean Durup,France,47.8668486,3.7649632
2696,Billaud-Simon,France,47.812921,3.803712
2697,Schloss Lieser,Germany,49.9172879,7.0195801
2698,Don Guerino,Brazil,-29.3774563,-51.3286311
2699,La Battistina,Italy,44.4172899,7.5081422
2700,Alphonse Mellot,France,47.3322807,2.8405664
2701,Feudo Arancio,Italy,37.6528056,13.0170393
2702,San Gregorio,Spain,37.3269704,-122.3864706
2703,Feudi di San Gregorio,Italy,40.9111904,14.8675003
2704,Taylors / Wakefield,Australia,40.9111904,14.8675003
2705,Dreissigacker,Germany,40.9111904,14.8675003
2706,Merry Edwards,United States,38.4349145,-122.8550601
2707,Odfjell,Chile,38.4349145,-122.8550601
2708,Tenuta delle Terre Nere,Italy,37.8857837,15.0183176
2709,Château de Beaucastel,France,44.10485200000001,4.8521481
2710,Francis Ford Coppola,United States,44.10485200000001,4.8521481
2711,Κτημα Τσελεπου (Ktima Tselepos),Greece,37.429376,22.489743
2712,Les Héritiers du Comte Lafon,France,46.3500686,4.6962686
2713,Gaja,Italy,33.7405484,-84.3463317
2714,Franschhoek Cellar,South Africa,-33.9045467,19.1113687
2715,Markus Molitor,Germany,-33.9045467,19.1113687
2716,Weingut Erich & Walter Polz,Austria,-33.9045467,19.1113687
2717,Creation,South Africa,-33.9045467,19.1113687
2718,Epicuro,Italy,-33.9045467,19.1113687
2719,Diemersdal,South Africa,-33.802626,18.64632
2720,Joseph Drouhin,France,-33.802626,18.64632
2721,Pazo Barrantes,Spain,42.503995,-8.7710077
2722,Knewitz,Germany,49.92575,8.04167
2723,Valentini,Italy,46.8320416,-92.2063756
2724,Van Volxem,Germany,49.6427945,6.5787574
2725,Canyon Road,United States,35.6816997,-105.9284068
2726,Welmoed,South Africa,35.6816997,-105.9284068
2727,Langmeil,Australia,35.6816997,-105.9284068
2728,Kloster Eberbach,Germany,50.0439784,8.046132799999999
2729,Domaine Michel Niellon,France,46.9275847,4.7419311
2730,Villa Maria,New Zealand,46.9275847,4.7419311
2731,Gut Hermannsberg,Germany,49.7961111,7.758333299999999
2732,Robert Mondavi Private Selection,United States,49.7961111,7.758333299999999
2733,Minuty,France,49.7961111,7.758333299999999
2734,J. W. Huesgen,Germany,49.7961111,7.758333299999999
2735,Attems,Italy,49.7961111,7.758333299999999
2736,El Grifo,Spain,49.7961111,7.758333299999999
2737,Joseph Drouhin,France,49.7961111,7.758333299999999
2738,Gallo Family Vineyards,United States,49.7961111,7.758333299999999
2739,Colterenzio (Schreckbichl),Italy,49.7961111,7.758333299999999
2740,Tenuta Ulisse,Italy,42.287183,14.328243
2741,Vasse Felix,Australia,-33.82251189999999,115.0376913
2742,Kurtatsch (Cortaccia),Italy,46.3114023,11.2206906
2743,La Motte Wine Estate,South Africa,46.3114023,11.2206906
2744,Louis Latour,France,46.3114023,11.2206906
2745,Joseph Drouhin,France,46.3114023,11.2206906
2746,Schäfer-Fröhlich,Germany,49.8376011,7.680954599999999
2747,DiamAndes,Argentina,-33.667072,-69.194403
2748,Marcel Deiss,France,-33.667072,-69.194403
2749,Flagstone,South Africa,-33.667072,-69.194403
2750,Gorgo,Italy,-33.667072,-69.194403
2751,Vitis Metamorfosis,Romania,45.02196,26.391651
2752,M. Chapoutier,France,45.02196,26.391651
2753,Dr. Bürklin-Wolf,Germany,45.02196,26.391651
2754,Misty Cove,New Zealand,-41.5118954,173.7521301
2755,Fernlands,New Zealand,-37.7059272,176.1240559
2756,Bodegas Parra Jimenez,Spain,39.4155964,-2.7667532
2757,Château de Beaucastel,France,44.10485200000001,4.8521481
2758,Gallo Family Vineyards,United States,44.10485200000001,4.8521481
2759,Wolfberger,France,48.0421092,7.310097499999999
2760,Soalheiro,Portugal,42.097502,-8.3099673
2761,Lenotti,Italy,45.5441949,10.7248046
2762,Endrizzi,Italy,36.7647819,-108.1553802
2763,Gaja,Italy,33.7405484,-84.3463317
2764,Barefoot,United States,33.7405484,-84.3463317
2765,Zonnebloem,South Africa,33.7405484,-84.3463317
2766,Thelema,South Africa,33.7405484,-84.3463317
2767,Château de Chantegrive,France,44.6523074,-0.3685715
2768,Von Winning,Germany,49.4106226,8.1863799
2769,Markus Molitor,Germany,49.4106226,8.1863799
2770,Domaines Astruc,France,43.0585414,2.181945
2771,Paul Jaboulet Aîné,France,43.0585414,2.181945
2772,Lagar de Cervera,Spain,41.95400799999999,-8.8263803
2773,Vesevo,Italy,41.95400799999999,-8.8263803
2774,Naia,Spain,41.95400799999999,-8.8263803
2775,Trimbach,France,48.1944177,7.3254174
2776,Château Mouton Rothschild,France,48.1944177,7.3254174
2777,Vasse Felix,Australia,-33.82251189999999,115.0376913
2778,Roveglia,Italy,-33.82251189999999,115.0376913
2779,Mezzacorona,Italy,-33.82251189999999,115.0376913
2780,Bernhard Huber,Germany,48.16004299999999,7.812422299999999
2781,Francis Ford Coppola,United States,48.16004299999999,7.812422299999999
2782,Colterenzio (Schreckbichl),Italy,48.16004299999999,7.812422299999999
2783,La Motte Wine Estate,South Africa,48.16004299999999,7.812422299999999
2784,CARM,Portugal,48.16004299999999,7.812422299999999
2785,Knipser,Germany,48.16004299999999,7.812422299999999
2786,Mukhrani,Georgia,41.9349353,44.5655726
2787,Dönnhoff,Germany,41.9349353,44.5655726
2788,Neil Ellis,South Africa,25.031148,-77.334599
2789,Warwick,South Africa,25.031148,-77.334599
2790,Nederburg,South Africa,25.031148,-77.334599
2791,Tokara,South Africa,47.6742253,-122.3541314
2792,La Chablisienne,France,47.6742253,-122.3541314
2793,El Coto,Spain,42.4959091,-2.4410737
2794,La Toledana,Italy,40.4978661,-3.6864455
2795,Viñas del Vero,Spain,40.4978661,-3.6864455
2796,Oliver Zeter,Germany,49.37067889999999,8.1433803
2797,Domaine Serene,United States,45.2704073,-123.0685637
